country,year,risk_score,source,lower,upper
FSM,2009,0.6639956,actual,,
FSM,2010,0.6628868,actual,,
FSM,2011,0.6635101999999999,actual,,
FSM,2012,0.6557249999999999,actual,,
FSM,2013,0.6546424000000001,actual,,
FSM,2014,0.6248224,actual,,
FSM,2015,0.6267118,actual,,
FSM,2016,0.6253291999999999,actual,,
FSM,2017,0.6242536,actual,,
FSM,2018,0.6208264,actual,,
FSM,2019,0.6204012,actual,,
FSM,2020,0.6181774,actual,,
FSM,2021,0.6327154,actual,,
FSM,2022,0.6345272,actual,,
FSM,2023,0.6247266,actual,,
FSM,2024,0.6240319528561703,forecast,0.6093708327116577,0.6385588532653617
FSM,2025,0.6225583183131996,forecast,0.6046832837328621,0.6421833636309643
FSM,2026,0.6210846837702291,forecast,0.5973107345333808,0.6434249993671795
FSM,2027,0.6196110492272584,forecast,0.594284535222552,0.6458887840725218
FSM,2028,0.6181374146842878,forecast,0.5882779564395213,0.6484139404814768
FSM,2029,0.6166637801413172,forecast,0.5836344094797968,0.6490513367367597
FSM,2030,0.6151901455983466,forecast,0.5787865229657009,0.6501738676425759
FSM,2031,0.613716511055376,forecast,0.5756729807300048,0.652768331669013
FSM,2032,0.6122428765124054,forecast,0.5724835988191402,0.6520817020436991
FSM,2033,0.6107692419694348,forecast,0.5674079156662636,0.6520269897329715
FSM,2034,0.6092956074264642,forecast,0.564361186361032,0.6527177737039788
FSM,2035,0.6078219728834936,forecast,0.5609701919689675,0.6523479992615864
FSM,2036,0.6063483383405229,forecast,0.5570242598126712,0.6536078883463804
FSM,2037,0.6048747037975524,forecast,0.5533172671909855,0.6528174954679589
FSM,2038,0.6034010692545817,forecast,0.5529932456070729,0.6541790741665199
FSM,2039,0.6019274347116111,forecast,0.5487736220566672,0.656624856016249
FSM,2040,0.6004538001686405,forecast,0.5468164760312145,0.6556483729301185
GAB,1995,0.5613192,actual,,
GAB,1996,0.5607264000000001,actual,,
GAB,1997,0.5584212,actual,,
GAB,1998,0.5556198,actual,,
GAB,1999,0.5502933999999999,actual,,
GAB,2000,0.5430216,actual,,
GAB,2001,0.5397434,actual,,
GAB,2002,0.5367192000000001,actual,,
GAB,2003,0.5365194,actual,,
GAB,2004,0.5454863999999999,actual,,
GAB,2005,0.5298778,actual,,
GAB,2006,0.5715688000000001,actual,,
GAB,2007,0.5743967999999999,actual,,
GAB,2008,0.575251,actual,,
GAB,2009,0.5739114000000001,actual,,
GAB,2010,0.5709468,actual,,
GAB,2011,0.5722136,actual,,
GAB,2012,0.5610126,actual,,
GAB,2013,0.5604384,actual,,
GAB,2014,0.5554782,actual,,
GAB,2015,0.5579263999999999,actual,,
GAB,2016,0.5586228,actual,,
GAB,2017,0.5617054,actual,,
GAB,2018,0.5619234,actual,,
GAB,2019,0.5637532000000001,actual,,
GAB,2020,0.5708628,actual,,
GAB,2021,0.5654086,actual,,
GAB,2022,0.5685792000000001,actual,,
GAB,2023,0.5675528000000001,actual,,
GAB,2024,0.5679501680898039,forecast,0.5489148214467392,0.5868112497951969
GAB,2025,0.5681878603414187,forecast,0.5457062741016719,0.5922095168802214
GAB,2026,0.5684255525930334,forecast,0.5390322788778757,0.5954943269439495
GAB,2027,0.5686632448446481,forecast,0.5373053762893709,0.6009641440090845
GAB,2028,0.5689009370962629,forecast,0.5324843982467415,0.6054648156931831
GAB,2029,0.5691386293478776,forecast,0.5295358027817466,0.6086967013248042
GAB,2030,0.5693763215994924,forecast,0.5265477370864872,0.6111595971952282
GAB,2031,0.569614013851107,forecast,0.5236826587007463,0.6157463439016831
GAB,2032,0.5698517061027217,forecast,0.5231403225275639,0.6176802202792048
GAB,2033,0.5700893983543365,forecast,0.5188637854701256,0.6191834369941378
GAB,2034,0.5703270906059512,forecast,0.5169120974932838,0.6226953142573602
GAB,2035,0.570564782857566,forecast,0.5147339057157502,0.6230760734968478
GAB,2036,0.5708024751091807,forecast,0.5120776940107037,0.6277917227823068
GAB,2037,0.5710401673607954,forecast,0.510078706032488,0.62846069261118
GAB,2038,0.5712778596124102,forecast,0.5117513161168331,0.632194060123136
