Country,Year,Indicator,Value
BWA,2029,Ecosystems,0.67873767554268
BWA,2029,Food,0.67873767554268
BWA,2029,Governance,0.67873767554268
BWA,2029,Habitat,0.67873767554268
BWA,2029,Health,0.67873767554268
BWA,2029,Infrastructure,0.67873767554268
BWA,2029,Sensitivity,0.67873767554268
BWA,2029,Social,0.67873767554268
BWA,2029,Water,0.67873767554268
BWA,2029,Exposure,
BWA,2029,Vulnerability,0.67873767554268
BWA,2029,Readiness,0.67873767554268
BWA,2029,CompositeRisk,0.535747535108536
BWA,2030,Capacity,0.6799036146487839
BWA,2030,Economic,0.6799036146487839
BWA,2030,Ecosystems,0.6799036146487839
BWA,2030,Food,0.6799036146487839
BWA,2030,Governance,0.6799036146487839
BWA,2030,Habitat,0.6799036146487839
BWA,2030,Health,0.6799036146487839
BWA,2030,Infrastructure,0.6799036146487839
BWA,2030,Sensitivity,0.6799036146487839
BWA,2030,Social,0.6799036146487839
BWA,2030,Water,0.6799036146487839
BWA,2030,Exposure,
BWA,2030,Vulnerability,0.6799036146487839
BWA,2030,Readiness,0.6799036146487839
BWA,2030,CompositeRisk,0.5359807229297567
CAF,1995,Capacity,0.834291
CAF,1995,Economic,0.279812
CAF,1995,Ecosystems,0.501861
CAF,1995,Food,0.618123
CAF,1995,Governance,0.162761
CAF,1995,Habitat,0.669872
CAF,1995,Health,0.705399
CAF,1995,Infrastructure,0.3555863012048192
CAF,1995,Sensitivity,0.393987
CAF,1995,Social,0.19672
CAF,1995,Water,0.335617
CAF,1995,Exposure,0.495291
CAF,1995,Vulnerability,0.5518420376506024
CAF,1995,Readiness,0.21309766666666666
CAF,1995,CompositeRisk,0.6458661559236948
CAF,1996,Capacity,0.833653
CAF,1996,Economic,0.279812
CAF,1996,Ecosystems,0.501362
CAF,1996,Food,0.609154
CAF,1996,Governance,0.162761
CAF,1996,Habitat,0.670212
CAF,1996,Health,0.705399
CAF,1996,Infrastructure,0.3544835903614458
CAF,1996,Sensitivity,0.389283
CAF,1996,Social,0.196745
CAF,1996,Water,0.335621
CAF,1996,Exposure,0.495291
CAF,1996,Vulnerability,0.5498959487951807
CAF,1996,Readiness,0.21310600000000002
CAF,1996,CompositeRisk,0.6446951692771083
CAF,1997,Capacity,0.833382
CAF,1997,Economic,0.279812
CAF,1997,Ecosystems,0.502247
CAF,1997,Food,0.634401
CAF,1997,Governance,0.164859
CAF,1997,Habitat,0.66966
CAF,1997,Health,0.705399
CAF,1997,Infrastructure,0.3539248734939759
CAF,1997,Sensitivity,0.403029
CAF,1997,Social,0.196753
CAF,1997,Water,0.335626
CAF,1997,Exposure,0.495291
CAF,1997,Vulnerability,0.554708609186747
CAF,1997,Readiness,0.213808
CAF,1997,CompositeRisk,0.6473019655120482
CAF,1998,Capacity,0.832625
CAF,1998,Economic,0.279812
CAF,1998,Ecosystems,0.502354
CAF,1998,Food,0.638631
CAF,1998,Governance,0.166957
CAF,1998,Habitat,0.668926
CAF,1998,Health,0.705399
CAF,1998,Infrastructure,0.3537099819277108
CAF,1998,Sensitivity,0.405234
CAF,1998,Social,0.196761
CAF,1998,Water,0.33563
CAF,1998,Exposure,0.495291
CAF,1998,Vulnerability,0.5553136227409639
CAF,1998,Readiness,0.21450999999999998
CAF,1998,CompositeRisk,0.6473841736445783
CAF,1999,Capacity,0.831758
CAF,1999,Economic,0.279812
CAF,1999,Ecosystems,0.502354
CAF,1999,Food,0.636814
CAF,1999,Governance,0.158194
CAF,1999,Habitat,0.66789
CAF,1999,Health,0.705399
CAF,1999,Infrastructure,0.3522916686746988
CAF,1999,Sensitivity,0.404021
CAF,1999,Social,0.196797
CAF,1999,Water,0.335634
CAF,1999,Exposure,0.495291
CAF,1999,Vulnerability,0.5545202085843374
CAF,1999,Readiness,0.211601
CAF,1999,CompositeRisk,0.6480717251506024
CAF,2000,Capacity,0.830178
CAF,2000,Economic,0.279812
CAF,2000,Ecosystems,0.502354
CAF,2000,Food,0.654266
CAF,2000,Governance,0.149432
CAF,2000,Habitat,0.666705
CAF,2000,Health,0.705399
CAF,2000,Infrastructure,0.3528907831325301
CAF,2000,Sensitivity,0.413237
CAF,2000,Social,0.196678
CAF,2000,Water,0.335639
CAF,2000,Exposure,0.495291
CAF,2000,Vulnerability,0.5575835978915663
CAF,2000,Readiness,0.20864066666666667
CAF,2000,CompositeRisk,0.6510938920682732
CAF,2001,Capacity,0.831459
CAF,2001,Economic,0.279812
CAF,2001,Ecosystems,0.502354
CAF,2001,Food,0.649666
CAF,2001,Governance,0.17462
CAF,2001,Habitat,0.665889
CAF,2001,Health,0.67829
CAF,2001,Infrastructure,0.3518450180722891
CAF,2001,Sensitivity,0.394733
CAF,2001,Social,0.196621
CAF,2001,Water,0.335914
CAF,2001,Exposure,0.495291
CAF,2001,Vulnerability,0.5512687522590362
CAF,2001,Readiness,0.21701766666666666
CAF,2001,CompositeRisk,0.6439541846887551
CAF,2002,Capacity,0.832075
CAF,2002,Economic,0.279812
CAF,2002,Ecosystems,0.502354
CAF,2002,Food,0.633773
CAF,2002,Governance,0.199808
CAF,2002,Habitat,0.664888
CAF,2002,Health,0.723103
CAF,2002,Infrastructure,0.3503721144578313
CAF,2002,Sensitivity,0.409158
CAF,2002,Social,0.196547
CAF,2002,Water,0.336188
CAF,2002,Exposure,0.495291
CAF,2002,Vulnerability,0.556488889307229
CAF,2002,Readiness,0.22538899999999998
CAF,2002,CompositeRisk,0.6437377335843374
CAF,2003,Capacity,0.832547
CAF,2003,Economic,0.279812
CAF,2003,Ecosystems,0.502354
CAF,2003,Food,0.643915
CAF,2003,Governance,0.1904
CAF,2003,Habitat,0.663666
CAF,2003,Health,0.707197
CAF,2003,Infrastructure,0.3498297951807229
CAF,2003,Sensitivity,0.404584
CAF,2003,Social,0.196696
CAF,2003,Water,0.336461
CAF,2003,Exposure,0.495291
CAF,2003,Vulnerability,0.5550692243975903
CAF,2003,Readiness,0.22230266666666668
CAF,2003,CompositeRisk,0.6441204679718875
CAF,2004,Capacity,0.83297
CAF,2004,Economic,0.279812
CAF,2004,Ecosystems,0.502354
CAF,2004,Food,0.626969
CAF,2004,Governance,0.085418
CAF,2004,Habitat,0.662829
CAF,2004,Health,0.688967
CAF,2004,Infrastructure,0.3492319879518072
CAF,2004,Sensitivity,0.384313
CAF,2004,Social,0.18785
CAF,2004,Water,0.336734
CAF,2004,Exposure,0.495291
CAF,2004,Vulnerability,0.5480459984939758
CAF,2004,Readiness,0.18436
CAF,2004,CompositeRisk,0.6550835990963855
CAF,2005,Capacity,0.83385
CAF,2005,Economic,0.250273
CAF,2005,Ecosystems,0.502354
CAF,2005,Food,0.630663
CAF,2005,Governance,0.125546
CAF,2005,Habitat,0.662044
CAF,2005,Health,0.756338
CAF,2005,Infrastructure,0.3485309277108434
CAF,2005,Sensitivity,0.4216
CAF,2005,Social,0.178709
CAF,2005,Water,0.337
CAF,2005,Exposure,0.495291
CAF,2005,Vulnerability,0.5615474909638554
CAF,2005,Readiness,0.18484266666666668
CAF,2005,CompositeRisk,0.6629914279116466
CAF,2006,Capacity,0.834784
CAF,2006,Economic,0.099014
CAF,2006,Ecosystems,0.502354
CAF,2006,Food,0.58732
CAF,2006,Governance,0.144776
CAF,2006,Habitat,0.66183
CAF,2006,Health,0.73371
CAF,2006,Infrastructure,0.3462596325301205
CAF,2006,Sensitivity,0.3844
CAF,2006,Social,0.169275
CAF,2006,Water,0.337259
CAF,2006,Exposure,0.495291
CAF,2006,Vulnerability,0.548489579066265
CAF,2006,Readiness,0.13768833333333333
CAF,2006,CompositeRisk,0.6740184141064257
CAF,2007,Capacity,0.829437
CAF,2007,Economic,0.096909
CAF,2007,Ecosystems,0.502354
CAF,2007,Food,0.627715
CAF,2007,Governance,0.146659
CAF,2007,Habitat,0.662014
CAF,2007,Health,0.748129
CAF,2007,Infrastructure,0.3457751506024096
CAF,2007,Sensitivity,0.418824
CAF,2007,Social,0.163437
CAF,2007,Water,0.337512
CAF,2007,Exposure,0.495291
CAF,2007,Vulnerability,0.5589700188253012
CAF,2007,Readiness,0.13566833333333334
CAF,2007,CompositeRisk,0.6811146779618473
CAF,2008,Capacity,0.826296
CAF,2008,Economic,0.088261
CAF,2008,Ecosystems,0.502085
CAF,2008,Food,0.639078
CAF,2008,Governance,0.163601
CAF,2008,Habitat,0.662057
CAF,2008,Health,0.736468
CAF,2008,Infrastructure,0.3439663855421687
CAF,2008,Sensitivity,0.422333
CAF,2008,Social,0.157982
CAF,2008,Water,0.33776
CAF,2008,Exposure,0.495291
CAF,2008,Vulnerability,0.558755423192771
CAF,2008,Readiness,0.13661466666666666
CAF,2008,CompositeRisk,0.6806073872489959
CAF,2009,Capacity,0.819288
CAF,2009,Economic,0.075791
CAF,2009,Ecosystems,0.501794
CAF,2009,Food,0.666691
CAF,2009,Governance,0.197732
CAF,2009,Habitat,0.662288
CAF,2009,Health,0.792357
CAF,2009,Infrastructure,0.3423616927710843
CAF,2009,Sensitivity,0.472583
CAF,2009,Social,0.161281
CAF,2009,Water,0.338003
CAF,2009,Exposure,0.495291
CAF,2009,Vulnerability,0.5744207115963855
CAF,2009,Readiness,0.14493466666666666
CAF,2009,CompositeRisk,0.6866785602911647
CAF,2010,Capacity,0.816415
CAF,2010,Economic,0.008551
CAF,2010,Ecosystems,0.504955
CAF,2010,Food,0.627974
CAF,2010,Governance,0.209516
CAF,2010,Habitat,0.66349
CAF,2010,Health,0.750141
CAF,2010,Infrastructure,0.3371851987951807
CAF,2010,Sensitivity,0.433169
CAF,2010,Social,0.162421
CAF,2010,Water,0.33824
CAF,2010,Exposure,0.495291
CAF,2010,Vulnerability,0.5589461498493976
CAF,2010,Readiness,0.12682933333333335
CAF,2010,CompositeRisk,0.6846359565763052
CAF,2011,Capacity,0.816558
CAF,2011,Economic,0.0
CAF,2011,Ecosystems,0.505448
CAF,2011,Food,0.635954
CAF,2011,Governance,0.202633
CAF,2011,Habitat,0.665494
CAF,2011,Health,0.781268
CAF,2011,Infrastructure,0.336903156626506
CAF,2011,Sensitivity,0.455288
CAF,2011,Social,0.163411
CAF,2011,Water,0.338474
CAF,2011,Exposure,0.495291
CAF,2011,Vulnerability,0.5669233945783132
CAF,2011,Readiness,0.12201466666666667
CAF,2011,CompositeRisk,0.6913481700803212
CAF,2012,Capacity,0.815616
CAF,2012,Economic,0.026171
CAF,2012,Ecosystems,0.504013
CAF,2012,Food,0.631211
CAF,2012,Governance,0.193896
CAF,2012,Habitat,0.668564
CAF,2012,Health,0.758028
CAF,2012,Infrastructure,0.3348141144578313
CAF,2012,Sensitivity,0.441326
CAF,2012,Social,0.164359
CAF,2012,Water,0.338703
CAF,2012,Exposure,0.495291
CAF,2012,Vulnerability,0.5615343893072289
CAF,2012,Readiness,0.128142
CAF,2012,CompositeRisk,0.6856638335843374
CAF,2013,Capacity,0.813204
CAF,2013,Economic,0.015288
CAF,2013,Ecosystems,0.504125
CAF,2013,Food,0.643899
CAF,2013,Governance,0.173046
CAF,2013,Habitat,0.671943
CAF,2013,Health,0.787678
CAF,2013,Infrastructure,0.333201156626506
CAF,2013,Sensitivity,0.468159
CAF,2013,Social,0.166102
CAF,2013,Water,0.338927
CAF,2013,Exposure,0.495291
CAF,2013,Vulnerability,0.5701420195783132
CAF,2013,Readiness,0.11814533333333332
CAF,2013,CompositeRisk,0.6948270784136545
CAF,2014,Capacity,0.807882
CAF,2014,Economic,0.013409
CAF,2014,Ecosystems,0.499395
CAF,2014,Food,0.613254
CAF,2014,Governance,0.156797
CAF,2014,Habitat,0.676175
CAF,2014,Health,0.788284
CAF,2014,Infrastructure,0.3317930843373494
CAF,2014,Sensitivity,0.455982
CAF,2014,Social,0.164683
CAF,2014,Water,0.339149
CAF,2014,Exposure,0.495291
CAF,2014,Vulnerability,0.5639892605421687
CAF,2014,Readiness,0.11162966666666667
CAF,2014,CompositeRisk,0.6937416896586346
CAF,2015,Capacity,0.811429
CAF,2015,Economic,0.002138
CAF,2015,Ecosystems,0.499059
CAF,2015,Food,0.582979
CAF,2015,Governance,0.119879
CAF,2015,Habitat,0.685342
CAF,2015,Health,0.789024
CAF,2015,Infrastructure,0.3302223674698795
CAF,2015,Sensitivity,0.44092
CAF,2015,Social,0.165512
CAF,2015,Water,0.339366
CAF,2015,Exposure,0.495291
CAF,2015,Vulnerability,0.559792670933735
CAF,2015,Readiness,0.095843
CAF,2015,CompositeRisk,0.6975384025602409
CAF,2016,Capacity,0.81544
CAF,2016,Economic,0.0709
CAF,2016,Ecosystems,0.499575
CAF,2016,Food,0.584921
CAF,2016,Governance,0.125005
CAF,2016,Habitat,0.692318
CAF,2016,Health,0.789617
CAF,2016,Infrastructure,0.3268397289156627
CAF,2016,Sensitivity,0.442198
CAF,2016,Social,0.165523
CAF,2016,Water,0.33958
CAF,2016,Exposure,0.495291
CAF,2016,Vulnerability,0.5613110911144579
CAF,2016,Readiness,0.12047600000000001
CAF,2016,CompositeRisk,0.6885962546686747
CAF,2017,Capacity,0.819171
CAF,2017,Economic,0.065912
CAF,2017,Ecosystems,0.499575
CAF,2017,Food,0.598696
CAF,2017,Governance,0.149562
CAF,2017,Habitat,0.699418
CAF,2017,Health,0.790207
CAF,2017,Infrastructure,0.3176624096385542
CAF,2017,Sensitivity,0.449967
CAF,2017,Social,0.165543
CAF,2017,Water,0.339791
CAF,2017,Exposure,0.495291
CAF,2017,Vulnerability,0.5643109262048193
CAF,2017,Readiness,0.12700566666666666
CAF,2017,CompositeRisk,0.6877842890562249
CAF,2018,Capacity,0.822908
CAF,2018,Economic,0.063678
CAF,2018,Ecosystems,0.499575
CAF,2018,Food,0.597108
CAF,2018,Governance,0.141519
CAF,2018,Habitat,0.706539
CAF,2018,Health,0.790565
CAF,2018,Infrastructure,0.3126724879518072
CAF,2018,Sensitivity,0.449419
CAF,2018,Social,0.167057
CAF,2018,Water,0.34
CAF,2018,Exposure,0.495291
CAF,2018,Vulnerability,0.5648483109939759
CAF,2018,Readiness,0.12408466666666668
CAF,2018,CompositeRisk,0.6892751199297189
CAF,2019,Capacity,0.814004
CAF,2019,Economic,0.058338
CAF,2019,Ecosystems,0.499575
CAF,2019,Food,0.57712
CAF,2019,Governance,0.141324
CAF,2019,Habitat,0.700107
CAF,2019,Health,0.778187
CAF,2019,Infrastructure,0.3047025481927711
CAF,2019,Sensitivity,0.436719
CAF,2019,Social,0.171137
CAF,2019,Water,0.340206
CAF,2019,Exposure,0.495291
CAF,2019,Vulnerability,0.5563275685240964
CAF,2019,Readiness,0.12359966666666666
CAF,2019,CompositeRisk,0.6843566744477911
CAF,2020,Capacity,0.809041
CAF,2020,Economic,0.052506
CAF,2020,Ecosystems,0.499575
CAF,2020,Food,0.575536
CAF,2020,Governance,0.127328
CAF,2020,Habitat,0.693309
CAF,2020,Health,0.791723
CAF,2020,Infrastructure,0.2945109337349397
CAF,2020,Sensitivity,0.443124
CAF,2020,Social,0.172509
CAF,2020,Water,0.34041
CAF,2020,Exposure,0.495291
CAF,2020,Vulnerability,0.5559036167168675
CAF,2020,Readiness,0.11744766666666666
CAF,2020,CompositeRisk,0.6865631033634538
CAF,2021,Capacity,0.805176
CAF,2021,Economic,0.052506
CAF,2021,Ecosystems,0.499575
CAF,2021,Food,0.586064
CAF,2021,Governance,0.138457
CAF,2021,Habitat,0.687437
CAF,2021,Health,0.792776
CAF,2021,Infrastructure,0.2961188373493976
CAF,2021,Sensitivity,0.449568
CAF,2021,Social,0.172238
CAF,2021,Water,0.340611
CAF,2021,Exposure,0.495291
CAF,2021,Vulnerability,0.5571657296686747
CAF,2021,Readiness,0.121067
CAF,2021,CompositeRisk,0.6858726378012048
CAF,2022,Capacity,0.800788
CAF,2022,Economic,0.052506
CAF,2022,Ecosystems,0.499575
CAF,2022,Food,0.575328
CAF,2022,Governance,0.138566
CAF,2022,Habitat,0.681691
CAF,2022,Health,0.792635
CAF,2022,Infrastructure,0.2989759999999999
CAF,2022,Sensitivity,0.444451
CAF,2022,Social,0.172248
CAF,2022,Water,0.340525
CAF,2022,Exposure,0.495291
CAF,2022,Vulnerability,0.554246125
CAF,2022,Readiness,0.12110666666666665
CAF,2022,CompositeRisk,0.6841050083333333
CAF,2023,Capacity,0.798868
CAF,2023,Economic,0.052506
CAF,2023,Ecosystems,0.499575
CAF,2023,Food,0.578653
CAF,2023,Governance,0.123563
CAF,2023,Habitat,0.682168
CAF,2023,Health,0.792635
CAF,2023,Infrastructure,0.296134734939759
CAF,2023,Sensitivity,0.446525
CAF,2023,Social,0.172248
CAF,2023,Water,0.340525
CAF,2023,Exposure,0.495291
CAF,2023,Vulnerability,0.5543854668674699
CAF,2023,Readiness,0.11610566666666666
CAF,2023,CompositeRisk,0.6861890134538153
CAF,2024,Capacity,0.6749182784877817
CAF,2024,Economic,0.6749182784877817
CAF,2024,Ecosystems,0.6749182784877817
CAF,2024,Food,0.6749182784877817
CAF,2024,Governance,0.6749182784877817
CAF,2024,Habitat,0.6749182784877817
CAF,2024,Health,0.6749182784877817
CAF,2024,Infrastructure,0.6749182784877817
CAF,2024,Sensitivity,0.6749182784877817
CAF,2024,Social,0.6749182784877817
CAF,2024,Water,0.6749182784877817
CAF,2024,Exposure,
CAF,2024,Vulnerability,0.6749182784877817
CAF,2024,Readiness,0.6749182784877817
CAF,2024,CompositeRisk,0.5349836556975563
CAF,2025,Capacity,0.6753111707189013
CAF,2025,Economic,0.6753111707189013
CAF,2025,Ecosystems,0.6753111707189013
CAF,2025,Food,0.6753111707189013
CAF,2025,Governance,0.6753111707189013
CAF,2025,Habitat,0.6753111707189013
CAF,2025,Health,0.6753111707189013
CAF,2025,Infrastructure,0.6753111707189013
CAF,2025,Sensitivity,0.6753111707189013
CAF,2025,Social,0.6753111707189013
CAF,2025,Water,0.6753111707189013
CAF,2025,Exposure,
CAF,2025,Vulnerability,0.6753111707189013
CAF,2025,Readiness,0.6753111707189013
CAF,2025,CompositeRisk,0.5350622341437803
CAF,2026,Capacity,0.6766027789990383
CAF,2026,Economic,0.6766027789990383
CAF,2026,Ecosystems,0.6766027789990383
CAF,2026,Food,0.6766027789990383
CAF,2026,Governance,0.6766027789990383
CAF,2026,Habitat,0.6766027789990383
CAF,2026,Health,0.6766027789990383
CAF,2026,Infrastructure,0.6766027789990383
CAF,2026,Sensitivity,0.6766027789990383
CAF,2026,Social,0.6766027789990383
CAF,2026,Water,0.6766027789990383
CAF,2026,Exposure,
CAF,2026,Vulnerability,0.6766027789990383
CAF,2026,Readiness,0.6766027789990382
CAF,2026,CompositeRisk,0.5353205557998078
CAF,2027,Capacity,0.6770391082811629
CAF,2027,Economic,0.6770391082811629
CAF,2027,Ecosystems,0.6770391082811629
CAF,2027,Food,0.6770391082811629
CAF,2027,Governance,0.6770391082811629
CAF,2027,Habitat,0.6770391082811629
CAF,2027,Health,0.6770391082811629
CAF,2027,Infrastructure,0.6770391082811629
CAF,2027,Sensitivity,0.6770391082811629
CAF,2027,Social,0.6770391082811629
CAF,2027,Water,0.6770391082811629
CAF,2027,Exposure,
CAF,2027,Vulnerability,0.6770391082811629
CAF,2027,Readiness,0.6770391082811629
CAF,2027,CompositeRisk,0.5354078216562326
CAF,2028,Capacity,0.6782645666388174
CAF,2028,Economic,0.6782645666388174
CAF,2028,Ecosystems,0.6782645666388174
CAF,2028,Food,0.6782645666388174
CAF,2028,Governance,0.6782645666388174
CAF,2028,Habitat,0.6782645666388174
CAF,2028,Health,0.6782645666388174
CAF,2028,Infrastructure,0.6782645666388174
CAF,2028,Sensitivity,0.6782645666388174
CAF,2028,Social,0.6782645666388174
CAF,2028,Water,0.6782645666388174
CAF,2028,Exposure,
CAF,2028,Vulnerability,0.6782645666388174
CAF,2028,Readiness,0.6782645666388175
CAF,2028,CompositeRisk,0.5356529133277634
CAF,2029,Capacity,0.67873767554268
CAF,2029,Economic,0.67873767554268
CAF,2029,Ecosystems,0.67873767554268
CAF,2029,Food,0.67873767554268
CAF,2029,Governance,0.67873767554268
CAF,2029,Habitat,0.67873767554268
CAF,2029,Health,0.67873767554268
CAF,2029,Infrastructure,0.67873767554268
CAF,2029,Sensitivity,0.67873767554268
CAF,2029,Social,0.67873767554268
CAF,2029,Water,0.67873767554268
CAF,2029,Exposure,
CAF,2029,Vulnerability,0.67873767554268
CAF,2029,Readiness,0.67873767554268
CAF,2029,CompositeRisk,0.535747535108536
CAF,2030,Capacity,0.6799036146487839
CAF,2030,Economic,0.6799036146487839
CAF,2030,Ecosystems,0.6799036146487839
CAF,2030,Food,0.6799036146487839
CAF,2030,Governance,0.6799036146487839
CAF,2030,Habitat,0.6799036146487839
CAF,2030,Health,0.6799036146487839
CAF,2030,Infrastructure,0.6799036146487839
CAF,2030,Sensitivity,0.6799036146487839
CAF,2030,Social,0.6799036146487839
CAF,2030,Water,0.6799036146487839
CAF,2030,Exposure,
CAF,2030,Vulnerability,0.6799036146487839
CAF,2030,Readiness,0.6799036146487839
CAF,2030,CompositeRisk,0.5359807229297567
CAN,1995,Capacity,0.280992
CAN,1995,Economic,0.494846
CAN,1995,Ecosystems,0.400201
CAN,1995,Food,0.246996
CAN,1995,Governance,0.892246
CAN,1995,Habitat,0.500912
CAN,1995,Health,0.251029
CAN,1995,Infrastructure,0.121309
CAN,1995,Sensitivity,0.148122
CAN,1995,Social,0.443912
CAN,1995,Water,0.20477
CAN,1995,Exposure,0.433494
CAN,1995,Vulnerability,0.269291375
CAN,1995,Readiness,0.6103346666666667
CAN,1995,CompositeRisk,0.3174409583333333
CAN,1996,Capacity,0.282162
CAN,1996,Economic,0.494846
CAN,1996,Ecosystems,0.402604
CAN,1996,Food,0.246206
CAN,1996,Governance,0.892246
CAN,1996,Habitat,0.500318
CAN,1996,Health,0.252696
CAN,1996,Infrastructure,0.121309
CAN,1996,Sensitivity,0.148282
CAN,1996,Social,0.449242
CAN,1996,Water,0.204741
CAN,1996,Exposure,0.433494
CAN,1996,Vulnerability,0.26978975
CAN,1996,Readiness,0.6121113333333333
CAN,1996,CompositeRisk,0.31702931666666667
CAN,1997,Capacity,0.281873
CAN,1997,Economic,0.494846
CAN,1997,Ecosystems,0.402821
CAN,1997,Food,0.244213
CAN,1997,Governance,0.892569
CAN,1997,Habitat,0.499816
CAN,1997,Health,0.253557
CAN,1997,Infrastructure,0.121309
CAN,1997,Sensitivity,0.14786
CAN,1997,Social,0.462595
CAN,1997,Water,0.204737
CAN,1997,Exposure,0.433494
CAN,1997,Vulnerability,0.26952325
CAN,1997,Readiness,0.6166699999999999
CAN,1997,CompositeRisk,0.31504595
CAN,1998,Capacity,0.280935
CAN,1998,Economic,0.494846
CAN,1998,Ecosystems,0.400134
CAN,1998,Food,0.243066
CAN,1998,Governance,0.892891
CAN,1998,Habitat,0.499146
CAN,1998,Health,0.256026
CAN,1998,Infrastructure,0.121309
CAN,1998,Sensitivity,0.147778
CAN,1998,Social,0.457684
CAN,1998,Water,0.204733
CAN,1998,Exposure,0.433494
CAN,1998,Vulnerability,0.269140875
CAN,1998,Readiness,0.6151403333333333
CAN,1998,CompositeRisk,0.3154283916666667
CAN,1999,Capacity,0.280803
CAN,1999,Economic,0.494846
CAN,1999,Ecosystems,0.402451
CAN,1999,Food,0.241124
CAN,1999,Governance,0.894628
CAN,1999,Habitat,0.498251
CAN,1999,Health,0.255176
CAN,1999,Infrastructure,0.121309
CAN,1999,Sensitivity,0.147223
CAN,1999,Social,0.478412
CAN,1999,Water,0.204728
CAN,1999,Exposure,0.433494
CAN,1999,Vulnerability,0.268883125
CAN,1999,Readiness,0.6226286666666666
CAN,1999,CompositeRisk,0.3122784083333333
CAN,2000,Capacity,0.280685
CAN,2000,Economic,0.494846
CAN,2000,Ecosystems,0.402721
CAN,2000,Food,0.240723
CAN,2000,Governance,0.896365
CAN,2000,Habitat,0.497205
CAN,2000,Health,0.254972
CAN,2000,Infrastructure,0.121309
CAN,2000,Sensitivity,0.146648
CAN,2000,Social,0.494161
CAN,2000,Water,0.204724
CAN,2000,Exposure,0.433494
CAN,2000,Vulnerability,0.268623375
CAN,2000,Readiness,0.6284573333333333
CAN,2000,CompositeRisk,0.3097910916666667
CAN,2001,Capacity,0.281263
CAN,2001,Economic,0.494846
CAN,2001,Ecosystems,0.401351
CAN,2001,Food,0.242291
CAN,2001,Governance,0.888652
CAN,2001,Habitat,0.496042
CAN,2001,Health,0.256775
CAN,2001,Infrastructure,0.121281
CAN,2001,Sensitivity,0.146466
CAN,2001,Social,0.495518
CAN,2001,Water,0.204705
CAN,2001,Exposure,0.433494
CAN,2001,Vulnerability,0.26877175
CAN,2001,Readiness,0.6263386666666667
CAN,2001,CompositeRisk,0.3107275833333333
CAN,2002,Capacity,0.282187
CAN,2002,Economic,0.494846
CAN,2002,Ecosystems,0.399981
CAN,2002,Food,0.243555
CAN,2002,Governance,0.880938
CAN,2002,Habitat,0.494464
CAN,2002,Health,0.258733
CAN,2002,Infrastructure,0.121253
CAN,2002,Sensitivity,0.145661
CAN,2002,Social,0.496831
CAN,2002,Water,0.204697
CAN,2002,Exposure,0.433494
CAN,2002,Vulnerability,0.268816375
CAN,2002,Readiness,0.624205
CAN,2002,CompositeRisk,0.311607825
CAN,2003,Capacity,0.283763
CAN,2003,Economic,0.494846
CAN,2003,Ecosystems,0.39861
CAN,2003,Food,0.24348
CAN,2003,Governance,0.869224
CAN,2003,Habitat,0.492966
CAN,2003,Health,0.263049
CAN,2003,Infrastructure,0.121225
CAN,2003,Sensitivity,0.144753
CAN,2003,Social,0.501575
CAN,2003,Water,0.20469
CAN,2003,Exposure,0.433494
CAN,2003,Vulnerability,0.269067
CAN,2003,Readiness,0.6218816666666667
CAN,2003,CompositeRisk,0.3126875333333333
CAN,2004,Capacity,0.282866
CAN,2004,Economic,0.494846
CAN,2004,Ecosystems,0.39724
CAN,2004,Food,0.242137
CAN,2004,Governance,0.840383
CAN,2004,Habitat,0.491442
CAN,2004,Health,0.262268
CAN,2004,Infrastructure,0.121197
CAN,2004,Sensitivity,0.143123
CAN,2004,Social,0.555589
CAN,2004,Water,0.204682
CAN,2004,Exposure,0.433494
CAN,2004,Vulnerability,0.268119375
CAN,2004,Readiness,0.6302726666666666
CAN,2004,CompositeRisk,0.3087625583333333
CAN,2005,Capacity,0.281803
CAN,2005,Economic,0.528109
CAN,2005,Ecosystems,0.39587
CAN,2005,Food,0.241439
CAN,2005,Governance,0.855061
CAN,2005,Habitat,0.49075
CAN,2005,Health,0.260315
CAN,2005,Infrastructure,0.121169
CAN,2005,Sensitivity,0.141764
CAN,2005,Social,0.562733
CAN,2005,Water,0.204579
CAN,2005,Exposure,0.433494
CAN,2005,Vulnerability,0.267211125
CAN,2005,Readiness,0.6486343333333333
CAN,2005,CompositeRisk,0.30087294166666667
CAN,2006,Capacity,0.280972
CAN,2006,Economic,0.622881
CAN,2006,Ecosystems,0.39587
CAN,2006,Food,0.24148
CAN,2006,Governance,0.874169
CAN,2006,Habitat,0.490291
CAN,2006,Health,0.258904
CAN,2006,Infrastructure,0.121141
CAN,2006,Sensitivity,0.141614
CAN,2006,Social,0.581443
CAN,2006,Water,0.204476
CAN,2006,Exposure,0.433494
CAN,2006,Vulnerability,0.2668435
CAN,2006,Readiness,0.692831
CAN,2006,CompositeRisk,0.2829737
CAN,2007,Capacity,0.279198
CAN,2007,Economic,0.634444
CAN,2007,Ecosystems,0.39587
CAN,2007,Food,0.240519
CAN,2007,Governance,0.882927
CAN,2007,Habitat,0.490349
CAN,2007,Health,0.257187
CAN,2007,Infrastructure,0.121112
CAN,2007,Sensitivity,0.142012
CAN,2007,Social,0.567805
CAN,2007,Water,0.204369
CAN,2007,Exposure,0.433494
CAN,2007,Vulnerability,0.266327
CAN,2007,Readiness,0.6950586666666667
CAN,2007,CompositeRisk,0.2817727333333333
