country,indicator,model,mae,shared_order
BIH,Health,ets,0.009901505379618392,
BIH,Infrastructure,ets,0.00680209463214782,
BIH,Sensitivity,arima_shared_order,0.004156022822715877,"(2, 0, 0)"
BIH,Social,ets,0.01620441849938945,
BIH,Water,ets,0.0004861946323576616,
BLR,Capacity,ets,0.011065577820371486,
BLR,Economic,ets,0.13135803303618954,
BLR,Ecosystems,ets,0.005604190464677727,
BLR,Exposure,ets,6.661338147750939e-17,
BLR,Food,arima_shared_order,0.005039033286566097,"(2, 0, 0)"
BLR,Governance,ets,0.04362279107602522,
BLR,Habitat,ets,0.021010635283852698,
BLR,Health,arima_shared_order,0.0029395566004031815,"(2, 0, 0)"
BLR,Infrastructure,arima,0.045926267774068365,
BLR,Sensitivity,arima_shared_order,0.004252271405897856,"(2, 0, 0)"
BLR,Social,arima_shared_order,0.0748673422038205,"(2, 0, 0)"
BLR,Water,arima_shared_order,0.00043086691669934617,"(2, 0, 0)"
BLZ,Capacity,ets,0.014670386498468146,
BLZ,Economic,arima_shared_order,0.011511307209980549,"(2, 0, 0)"
BLZ,Ecosystems,arima,0.003006535285077061,
BLZ,Exposure,arima,0.0,
BLZ,Food,ets,0.013598731953908105,
BLZ,Governance,ets,0.010827132415776108,
BLZ,Habitat,ets,0.00228672867489117,
BLZ,Health,arima_shared_order,0.016471430757691363,"(2, 0, 0)"
BLZ,Infrastructure,ets,0.003938432443482587,
BLZ,Sensitivity,arima_shared_order,0.009125677941645715,"(2, 0, 0)"
BLZ,Social,ets,0.002720960782041426,
BLZ,Water,arima_shared_order,0.0021699706113220583,"(2, 0, 0)"
BOL,Capacity,ets,0.0180785542874188,
BOL,Economic,arima,0.012764406587062816,
BOL,Ecosystems,ets,0.0022280656467778106,
BOL,Exposure,ets,0.0,
BOL,Food,arima_shared_order,0.0038521837041882835,"(2, 0, 0)"
BOL,Governance,arima,0.021511367506334866,
BOL,Habitat,ets,0.0039778320832476455,
BOL,Health,ets,0.005163817267184023,
BOL,Infrastructure,ets,0.03780884815907763,
BOL,Sensitivity,ets,0.002860928079148661,
BOL,Social,ets,0.008760469721789076,
BOL,Water,ets,1.5908600777458927e-05,
BRA,Capacity,arima_shared_order,0.0008878017386325321,"(2, 0, 0)"
BRA,Economic,arima_shared_order,0.23412895458342214,"(2, 0, 0)"
BRA,Ecosystems,ets,0.0011217316423354107,
BRA,Exposure,ets,1.1102230246251565e-16,
BRA,Food,arima,0.001917708497455206,
BRA,Governance,ets,0.08198785142842276,
BRA,Habitat,ets,0.005635655536973117,
BRA,Health,arima,0.01714981428925193,
BRA,Infrastructure,arima,0.02752494549089727,
BRA,Sensitivity,ets,0.010620256579559183,
BRA,Social,ets,0.0033206606190634203,
BRA,Water,ets,0.0008842849982242052,
BRB,Capacity,ets,0.00807204018946881,
BRB,Economic,ets,0.02081014470357001,
BRB,Ecosystems,arima_shared_order,0.014084310511030252,"(2, 0, 0)"
BRB,Exposure,ets,0.0,
BRB,Food,ets,0.013600460572179729,
BRB,Governance,arima_shared_order,0.05131063113763694,"(2, 0, 0)"
BRB,Habitat,ets,0.0006553347216686656,
BRB,Health,ets,0.0030755326670632854,
BRB,Infrastructure,ets,5.018785181927221e-05,
BRB,Sensitivity,ets,0.0034055368459757094,
BRB,Social,ets,0.02547457066415402,
BRB,Water,ets,0.0005226679873012397,
BRN,Capacity,arima_shared_order,0.007899246620417189,"(2, 0, 0)"
BRN,Economic,ets,0.03123086426883189,
BRN,Ecosystems,arima,0.005901969870777224,
BRN,Exposure,arima,0.0,
BRN,Food,ets,0.009418554968925085,
BRN,Governance,ets,0.020967862300170392,
BRN,Habitat,ets,0.003826799930046243,
BRN,Health,arima_shared_order,0.0038570189573943203,"(2, 0, 0)"
BRN,Infrastructure,ets,0.0,
BRN,Sensitivity,arima,0.004613964503804846,
BRN,Social,ets,0.02126189648194765,
BRN,Water,arima_shared_order,7.105505855187211e-06,"(2, 0, 0)"
BTN,Capacity,ets,0.010610669957472996,
BTN,Economic,ets,0.07366812253504693,
BTN,Ecosystems,arima,0.003623793806455944,
BTN,Exposure,arima,0.0,
BTN,Food,ets,0.004306869431444515,
BTN,Governance,ets,0.08862413159570329,
BTN,Habitat,ets,0.005634834976911507,
BTN,Health,ets,0.022132719133061075,
BTN,Infrastructure,ets,0.003938432443482587,
BTN,Sensitivity,ets,0.00893044307085683,
BTN,Social,ets,0.0013296039411540227,
BTN,Water,ets,0.00351625609794457,
BWA,Capacity,ets,0.01272234950224771,
BWA,Economic,arima_shared_order,0.0799372954784808,"(2, 0, 0)"
BWA,Ecosystems,arima_shared_order,0.002477574698716389,"(2, 0, 0)"
BWA,Exposure,ets,0.0,
BWA,Food,arima_shared_order,0.004941417295560757,"(2, 0, 0)"
BWA,Governance,arima_shared_order,0.02880640963207668,"(2, 0, 0)"
BWA,Habitat,ets,0.009975514355753922,
BWA,Health,ets,0.009085003145776427,
BWA,Infrastructure,ets,0.04290228575054662,
BWA,Sensitivity,ets,0.0065762062017416635,
BWA,Social,arima,0.008631715844336507,
BWA,Water,ets,0.004340955880266784,
CAF,Capacity,arima,0.004266812957237476,
CAF,Economic,arima_shared_order,0.015747721681268832,"(2, 0, 0)"
CAF,Ecosystems,arima,0.0035572047528802607,
CAF,Exposure,arima,0.0,
CAF,Food,arima,0.038093418321643056,
CAF,Governance,arima_shared_order,0.026523681767896434,"(2, 0, 0)"
CAF,Habitat,ets,0.009878399984577513,
CAF,Health,ets,0.005293021232657402,
CAF,Infrastructure,ets,0.003938432443482587,
CAF,Sensitivity,arima_shared_order,0.007289730680537942,"(2, 0, 0)"
CAF,Social,arima,0.0020971733128433588,
CAF,Water,ets,3.2849390862710325e-05,
CAN,Capacity,arima_shared_order,0.0022498348541643677,"(2, 0, 0)"
CAN,Economic,arima_shared_order,0.01326976478279177,"(2, 0, 0)"
CAN,Ecosystems,ets,0.0008932384085280409,
CAN,Exposure,ets,4.4408920985006264e-17,
CAN,Food,arima,0.0006347776399829197,
CAN,Governance,ets,0.010522383177362687,
CAN,Habitat,ets,0.005289988050277883,
CAN,Health,ets,0.0014084063913670619,
CAN,Infrastructure,ets,3.340559347847216e-05,
CAN,Sensitivity,ets,0.0013192970981568686,
CAN,Social,arima_shared_order,0.004365050495248135,"(2, 0, 0)"
CAN,Water,ets,0.00018317813588287213,
CHE,Capacity,ets,0.024626449023378415,
CHE,Economic,arima,0.012563439199260062,
CHE,Ecosystems,ets,0.0010153601217322283,
CHE,Exposure,ets,3.3306690738754695e-17,
CHE,Food,arima,0.0006557349557180403,
CHE,Governance,arima,0.01783329124947674,
CHE,Habitat,arima,0.003698944603445553,
CHE,Health,ets,0.0007280284111888414,
CHE,Infrastructure,ets,0.06308958393282696,
CHE,Sensitivity,ets,0.002362295228677169,
CHE,Social,ets,0.007230254768862921,
CHE,Water,arima_shared_order,0.00022376213215467012,"(2, 0, 0)"
CHL,Capacity,ets,0.009107864135456023,
CHL,Economic,arima,0.01723900553554054,
CHL,Ecosystems,arima,0.0018131465310527895,
CHL,Exposure,ets,6.661338147750939e-17,
CHL,Food,arima_shared_order,0.0011857506568448473,"(2, 0, 0)"
CHL,Governance,arima_shared_order,0.06707037584381789,"(2, 0, 0)"
CHL,Habitat,arima,0.006180755021822559,
CHL,Health,ets,0.04226422355168042,
CHL,Infrastructure,arima,0.004397785926062425,
CHL,Sensitivity,arima_shared_order,0.000570269423332237,"(2, 0, 0)"
CHL,Social,ets,0.006507741315520854,
CHL,Water,arima_shared_order,0.0003782037012067807,"(2, 0, 0)"
CHN,Capacity,ets,0.006248239206583373,
CHN,Economic,arima_shared_order,0.3994569241325181,"(2, 0, 0)"
CHN,Ecosystems,ets,0.0009862876678308652,
CHN,Exposure,ets,0.0,
CHN,Food,arima_shared_order,0.0016683820496928403,"(2, 0, 0)"
CHN,Governance,arima,0.016560032020985993,
CHN,Habitat,ets,0.0016418610444552395,
CHN,Health,ets,0.0007822000042615795,
CHN,Infrastructure,arima,0.004216343865367284,
CHN,Sensitivity,ets,0.0012680599639822154,
CHN,Social,ets,0.017560782699126986,
CHN,Water,arima_shared_order,0.0027636885232384277,"(2, 0, 0)"
