,Country,Indicator,Order,AIC,BIC
408,CHE,Ecosystems,"(1, 0, 0)",-263.7940975323392,-259.69221004237977
409,CHE,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
410,CHE,Food,"(1, 0, 0)",-239.57575154214032,-235.47386405218091
411,CHE,Governance,"(0, 0, 2)",-179.0137073878439,-173.544524067898
412,CHE,Habitat,"(1, 0, 1)",-283.9234202774853,-278.4542369575394
413,CHE,Health,"(2, 0, 1)",-296.96034114491135,-290.123861994979
414,CHE,Infrastructure,"(0, 1, 0)",-117.40209912375157,-116.06989461357637
415,CHE,Readiness,"(2, 0, 0)",-167.36573244913794,-161.89654912919204
416,CHE,Sensitivity,"(1, 0, 0)",-258.9632247166526,-254.86133722669317
417,CHE,Social,"(2, 0, 1)",-187.37948402268216,-180.5430048727498
418,CHE,Vulnerability,"(1, 0, 0)",-220.08509491156445,-215.98320742160504
419,CHE,Water,"(1, 0, 0)",-413.41288675891485,-409.3109992689554
420,CHL,Capacity,"(1, 1, 0)",-210.56314771710217,-207.89873869675176
421,CHL,Economic,"(0, 1, 1)",-152.623137400395,-149.9587283800446
422,CHL,Ecosystems,"(2, 0, 2)",-304.50083927558205,-296.29706429566323
423,CHL,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
424,CHL,Food,"(1, 0, 0)",-246.10285743642322,-242.0009699464638
425,CHL,Governance,"(1, 0, 0)",-125.55429802631278,-121.45241053635336
426,CHL,Habitat,"(1, 0, 1)",-238.1218767377938,-232.6526934178479
427,CHL,Health,"(1, 0, 0)",-160.05329395516506,-155.95140646520565
428,CHL,Infrastructure,"(1, 0, 1)",-162.16339954064034,-156.69421622069444
429,CHL,Readiness,"(2, 0, 0)",-169.40694102314052,-163.93775770319462
430,CHL,Sensitivity,"(1, 0, 0)",-252.7408988383712,-248.6390113484118
431,CHL,Social,"(3, 1, 0)",-190.9071052936489,-185.5782872529481
432,CHL,Vulnerability,"(2, 0, 0)",-264.9229400960699,-259.453756776124
433,CHL,Water,"(1, 0, 0)",-308.86605025951417,-304.76416276955473
434,CHN,Capacity,"(1, 0, 0)",-172.02643006106183,-167.92454257110242
435,CHN,Economic,"(2, 0, 1)",-47.52155520290928,-40.68507605297691
436,CHN,Ecosystems,"(2, 0, 0)",-267.2729700872676,-261.8037867673217
437,CHN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
438,CHN,Food,"(2, 0, 1)",-265.02518727758536,-258.188708127653
439,CHN,Governance,"(1, 0, 0)",-134.50646698979136,-130.40457949983195
440,CHN,Habitat,"(1, 0, 0)",-143.95390917836218,-139.85202168840277
441,CHN,Health,"(2, 0, 0)",-284.24487140542465,-278.77568808547875
442,CHN,Infrastructure,"(3, 0, 0)",-258.3307355388887,-251.49425638895633
443,CHN,Readiness,"(0, 1, 0)",-103.05829591501947,-101.72609140484427
444,CHN,Sensitivity,"(2, 0, 1)",-274.07830817986564,-267.2418290299333
445,CHN,Social,"(1, 1, 0)",-171.93254116663238,-169.26813214628197
446,CHN,Vulnerability,"(1, 0, 0)",-243.1022737993744,-239.00038630941498
447,CHN,Water,"(1, 0, 0)",-304.1943483346796,-300.09246084472016
448,CIV,Capacity,"(2, 0, 1)",-224.84101861144794,-218.00453946151558
449,CIV,Economic,"(2, 0, 1)",-109.77262778493753,-102.93614863500515
450,CIV,Ecosystems,"(2, 0, 0)",-250.07267859634425,-244.60349527639835
451,CIV,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
452,CIV,Food,"(1, 0, 0)",-187.4536289800994,-183.35174149014
453,CIV,Governance,"(3, 0, 2)",-126.21528710495778,-116.64421629505246
454,CIV,Habitat,"(2, 0, 2)",-263.20701942117694,-255.0032444412581
455,CIV,Health,"(1, 0, 1)",-163.33901543275425,-157.86983211280835
456,CIV,Infrastructure,"(1, 0, 0)",-189.92569217052133,-185.82380468056192
457,CIV,Readiness,"(3, 0, 1)",-155.2443496751502,-147.04057469523136
458,CIV,Sensitivity,"(1, 0, 0)",-192.85717385912204,-188.75528636916263
459,CIV,Social,"(1, 0, 3)",-228.8104313311172,-220.60665635119835
460,CIV,Vulnerability,"(1, 0, 0)",-240.73685870249145,-236.63497121253204
461,CIV,Water,"(2, 0, 0)",-283.8002821116983,-278.3310987917524
462,CMR,Capacity,"(2, 0, 0)",-230.1887171113998,-224.7195337914539
463,CMR,Economic,"(0, 1, 0)",-137.61930872884065,-136.28710421866543
464,CMR,Ecosystems,"(3, 0, 0)",-268.06956209276063,-261.2330829428283
465,CMR,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
466,CMR,Food,"(2, 0, 0)",-192.00319622120782,-186.53401290126192
467,CMR,Governance,"(1, 0, 0)",-150.62070513328885,-146.51881764332944
468,CMR,Habitat,"(2, 0, 2)",-233.95741017533894,-225.7536351954201
469,CMR,Health,"(1, 0, 1)",-178.56372132451435,-173.09453800456845
470,CMR,Infrastructure,"(2, 1, 3)",-249.24887952375042,-241.2556524626992
471,CMR,Readiness,"(0, 0, 2)",-207.46670656972816,-201.99752324978226
472,CMR,Sensitivity,"(0, 0, 0)",-218.6945170249736,-215.95992536500066
473,CMR,Social,"(1, 1, 2)",-251.95957084787017,-246.63075280716936
474,CMR,Vulnerability,"(2, 0, 3)",-256.2668386421338,-246.69576783222848
475,CMR,Water,"(3, 0, 2)",-405.0768590191092,-395.50578820920384
476,COD,Capacity,"(1, 0, 1)",-243.77607223212635,-238.30688891218045
477,COD,Economic,"(2, 0, 1)",-110.13827891646889,-103.30179976653652
478,COD,Ecosystems,"(1, 0, 0)",-281.4323052910048,-277.33041780104537
479,COD,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
480,COD,Food,"(3, 1, 0)",-213.67709300705351,-208.3482749663527
481,COD,Governance,"(1, 0, 0)",-261.8471710410948,-257.74528355113534
482,COD,Habitat,"(1, 0, 3)",-272.0567580769149,-263.85298309699607
483,COD,Health,"(1, 0, 0)",-156.72033536130115,-152.61844787134174
484,COD,Infrastructure,"(1, 0, 0)",-235.44326322225118,-231.34137573229177
485,COD,Readiness,"(2, 0, 1)",-150.68619282107392,-143.84971367114156
486,COD,Sensitivity,"(1, 0, 0)",-191.04340827676984,-186.94152078681043
487,COD,Social,"(2, 0, 0)",-289.8300376997118,-284.3608543797659
488,COD,Vulnerability,"(0, 0, 1)",-264.26530047751703,-260.1634129875576
489,COD,Water,"(1, 0, 1)",-442.83888574238216,-437.36970242243626
490,COG,Capacity,"(1, 0, 1)",-227.54753260938293,-222.07834928943703
491,COG,Economic,"(0, 1, 0)",-119.97087917274048,-118.63867466256528
492,COG,Ecosystems,"(1, 0, 0)",-272.3673634448229,-268.26547595486346
493,COG,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
494,COG,Food,"(2, 0, 1)",-187.14055159109108,-180.30407244115872
495,COG,Governance,"(1, 0, 0)",-145.91051242773253,-141.80862493777312
496,COG,Habitat,"(1, 0, 1)",-222.22360112000342,-216.75441780005752
497,COG,Health,"(1, 0, 2)",-111.73994508244557,-104.9034659325132
498,COG,Infrastructure,"(3, 0, 0)",-295.8409705959985,-289.00449144606614
499,COG,Readiness,"(1, 0, 0)",-171.0787487334461,-166.9768612434867
500,COG,Sensitivity,"(1, 0, 2)",-159.37142534341476,-152.5349461934824
501,COG,Social,"(2, 0, 0)",-257.2150080145816,-251.7458246946357
502,COG,Vulnerability,"(1, 0, 0)",-203.11104742378404,-199.00915993382463
503,COG,Water,"(2, 0, 0)",-341.62842665406674,-336.15924333412084
504,COL,Capacity,"(2, 0, 1)",-197.12744148107572,-190.29096233114336
505,COL,Economic,"(2, 0, 0)",-146.03017218216442,-140.56098886221852
506,COL,Ecosystems,"(2, 0, 0)",-265.8355452867499,-260.366361966804
507,COL,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
508,COL,Food,"(1, 0, 0)",-244.7807779369641,-240.6788904470047
509,COL,Governance,"(2, 0, 1)",-163.45897308077753,-156.62249393084517
510,COL,Habitat,"(2, 0, 0)",-250.1490431681438,-244.6798598481979
511,COL,Health,"(2, 0, 2)",-272.60740587245704,-264.4036308925382
512,COL,Infrastructure,"(0, 1, 0)",-165.28252100909728,-163.95031649892206
513,COL,Readiness,"(1, 0, 1)",-183.2810133722121,-177.8118300522662
514,COL,Sensitivity,"(2, 0, 2)",-257.7862700932589,-249.58249511334006
515,COL,Social,"(1, 1, 1)",-200.22913094678134,-196.23251741625572
516,COL,Vulnerability,"(3, 0, 0)",-253.57947975839664,-246.74300060846429
517,COL,Water,"(2, 0, 0)",-359.7366186357103,-354.2674353157644
518,COM,Capacity,"(2, 0, 0)",-226.53877191928723,-221.06958859934133
519,COM,Economic,"(1, 0, 0)",-113.14119485468626,-109.03930736472684
520,COM,Ecosystems,"(1, 0, 0)",-228.95950135276698,-224.85761386280757
521,COM,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
522,COM,Food,"(1, 0, 1)",-123.75496225597078,-118.28577893602488
523,COM,Governance,"(2, 0, 0)",-131.08716589342166,-125.61798257347576
524,COM,Habitat,"(1, 0, 2)",-245.21270356446678,-238.37622441453442
525,COM,Health,"(1, 0, 0)",-114.0622040294135,-109.96031653945407
526,COM,Infrastructure,"(2, 0, 0)",-184.50414204764,-179.0349587276941
527,COM,Readiness,"(2, 0, 2)",-175.02273477717912,-166.81895979726028
528,COM,Sensitivity,"(1, 0, 0)",-152.25997458125357,-148.15808709129416
529,COM,Social,"(2, 0, 0)",-273.0320352818026,-267.5628519618567
530,COM,Vulnerability,"(1, 0, 0)",-201.85659307566993,-197.75470558571052
531,COM,Water,"(3, 0, 0)",-385.30468628388934,-378.468207133957
532,CPV,Capacity,"(1, 0, 0)",-237.30787538876626,-233.20598789880685
533,CPV,Economic,"(1, 0, 0)",-116.02944604651087,-111.92755855655145
534,CPV,Ecosystems,"(1, 0, 1)",-283.33037862975806,-277.86119530981216
535,CPV,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
536,CPV,Food,"(1, 0, 3)",-190.15263682561084,-181.948861845692
537,CPV,Governance,"(2, 0, 1)",-127.3678347128598,-120.53135556292743
538,CPV,Habitat,"(1, 0, 0)",-232.46385081391384,-228.36196332395443
539,CPV,Health,"(1, 0, 2)",-134.42606345176512,-127.58958430183274
540,CPV,Infrastructure,"(2, 0, 2)",-220.80286217181032,-212.59908719189147
541,CPV,Readiness,"(1, 0, 0)",-161.40807859542048,-157.30619110546107
542,CPV,Sensitivity,"(0, 0, 3)",-179.23748708771816,-172.4010079377858
543,CPV,Social,"(2, 0, 0)",-247.06408169493452,-241.59489837498862
544,CPV,Vulnerability,"(1, 0, 2)",-224.5711858339427,-217.73470668401035
545,CPV,Water,"(0, 1, 0)",-174.96842471285962,-173.6362202026844
546,CRI,Capacity,"(0, 1, 0)",-162.81483333693095,-161.48262882675573
547,CRI,Economic,"(1, 0, 1)",-142.4075887082107,-136.9384053882648
548,CRI,Ecosystems,"(1, 0, 0)",-252.42176090762217,-248.31987341766276
549,CRI,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
550,CRI,Food,"(1, 1, 0)",-180.3553934736319,-177.6909844532815
551,CRI,Governance,"(1, 0, 0)",-130.53868870347458,-126.43680121351515
552,CRI,Habitat,"(2, 0, 0)",-265.46711879155305,-259.99793547160715
553,CRI,Health,"(1, 1, 1)",-255.48483552483617,-251.48822199431055
554,CRI,Infrastructure,"(0, 1, 0)",-141.73866757764213,-140.40646306746692
555,CRI,Readiness,"(1, 0, 2)",-171.4881228225535,-164.65164367262113
556,CRI,Sensitivity,"(1, 0, 0)",-224.61726297688207,-220.51537548692266
557,CRI,Social,"(2, 0, 2)",-198.2386238107255,-190.03484883080665
558,CRI,Vulnerability,"(1, 0, 0)",-223.02320191095424,-218.92131442099483
559,CRI,Water,"(1, 0, 1)",-376.98142709262186,-371.51224377267596
560,CUB,Capacity,"(1, 0, 0)",-229.56552497105503,-225.46363748109562
561,CUB,Economic,"(1, 0, 0)",-275.044404491751,-270.94251700179154
562,CUB,Ecosystems,"(1, 0, 2)",-310.42214778616795,-303.5856686362356
563,CUB,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
564,CUB,Food,"(2, 0, 2)",-201.44355394283627,-193.23977896291743
565,CUB,Governance,"(1, 0, 0)",-148.40027302897357,-144.29838553901416
566,CUB,Habitat,"(0, 0, 1)",-245.74378583940856,-241.64189834944915
567,CUB,Health,"(1, 0, 0)",-283.88557132272,-279.7836838327606
568,CUB,Infrastructure,"(2, 0, 0)",-204.81143458943248,-199.34225126948658
569,CUB,Readiness,"(3, 0, 0)",-165.87073878935877,-159.0342596394264
570,CUB,Sensitivity,"(1, 0, 1)",-222.03529502798997,-216.56611170804408
571,CUB,Social,"(2, 0, 2)",-150.05402427739355,-141.8502492974747
572,CUB,Vulnerability,"(0, 0, 2)",-281.739190719597,-276.2700073996511
573,CUB,Water,"(0, 0, 0)",-239.2518568263508,-236.51726516637785
574,CYP,Capacity,"(1, 0, 0)",-218.19236170996047,-214.09047422000106
575,CYP,Economic,"(0, 0, 2)",-78.86400800980621,-73.39482468986031
576,CYP,Ecosystems,"(1, 0, 0)",-285.1409821930355,-281.03909470307605
577,CYP,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
578,CYP,Food,"(0, 0, 1)",-187.86641353618685,-183.76452604622745
579,CYP,Governance,"(0, 1, 0)",-108.2077539354393,-106.8755494252641
580,CYP,Habitat,"(3, 0, 3)",-248.4396451717937,-237.5012785319019
581,CYP,Health,"(1, 0, 0)",-273.2105665087486,-269.1086790187892
582,CYP,Infrastructure,"(2, 0, 0)",-503.0305557569517,-497.5613724370058
583,CYP,Readiness,"(0, 0, 2)",-131.41424823395315,-125.94506491400725
584,CYP,Sensitivity,"(2, 0, 1)",-234.64573940674788,-227.80926025681552
585,CYP,Social,"(1, 1, 0)",-177.26052718937456,-174.59611816902415
586,CYP,Vulnerability,"(1, 0, 0)",-275.6756681448708,-271.5737806549114
587,CYP,Water,"(1, 0, 0)",-254.99104102110084,-250.88915353114143
588,CZE,Capacity,"(1, 0, 1)",-265.26535499005263,-259.79617167010673
589,CZE,Economic,"(0, 1, 3)",-164.06849990215036,-158.73968186144955
590,CZE,Ecosystems,"(1, 0, 1)",-272.90599852317,-267.4368152032241
591,CZE,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
592,CZE,Food,"(1, 0, 0)",-270.76909898131794,-266.6672114913585
593,CZE,Governance,"(2, 0, 0)",-139.17615365272718,-133.70697033278128
594,CZE,Habitat,"(1, 0, 1)",-245.67461207905424,-240.20542875910834
595,CZE,Health,"(2, 0, 1)",-303.2748241691594,-296.43834501922703
596,CZE,Infrastructure,"(2, 0, 2)",-229.23639458434405,-221.0326196044252
597,CZE,Readiness,"(1, 1, 0)",-184.47230412883135,-181.80789510848095
598,CZE,Sensitivity,"(2, 0, 3)",-272.1629825350445,-262.59191172513914
599,CZE,Social,"(1, 1, 1)",-177.52228313670665,-173.52566960618103
600,CZE,Vulnerability,"(1, 0, 3)",-307.3831934395004,-299.1794184595816
601,CZE,Water,"(3, 0, 1)",-325.0441451166283,-316.84037013670945
602,DEU,Capacity,"(3, 0, 2)",-280.03635695395735,-270.465286144052
603,DEU,Economic,"(1, 0, 0)",-123.77110579771633,-119.6692183077569
604,DEU,Ecosystems,"(1, 0, 0)",-275.00284224689926,-270.9009547569398
605,DEU,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
606,DEU,Food,"(1, 0, 1)",-250.98404065985585,-245.51485733990995
607,DEU,Governance,"(0, 0, 2)",-168.41760576256686,-162.94842244262097
608,DEU,Habitat,"(2, 0, 0)",-295.4851770802602,-290.0159937603143
609,DEU,Health,"(2, 0, 0)",-321.286244856689,-315.8170615367431
610,DEU,Infrastructure,"(1, 0, 3)",-249.7277429388335,-241.52396795891465
611,DEU,Readiness,"(1, 0, 0)",-181.3472277377124,-177.24534024775298
612,DEU,Sensitivity,"(1, 0, 1)",-257.24974190113,-251.7805585811841
613,DEU,Social,"(1, 1, 1)",-228.45017941057716,-224.45356588005154
614,DEU,Vulnerability,"(3, 0, 3)",-301.6807542165242,-290.7423875766324
615,DEU,Water,"(3, 1, 0)",-235.31288268398558,-229.98406464328477
616,DJI,Capacity,"(2, 0, 0)",-198.49138140389113,-193.02219808394523
617,DJI,Economic,"(1, 0, 0)",-107.07286059660817,-102.97097310664874
618,DJI,Ecosystems,"(1, 0, 1)",-256.87202523530397,-251.40284191535807
619,DJI,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
620,DJI,Food,"(1, 0, 1)",-224.85559276452383,-219.38640944457794
621,DJI,Governance,"(1, 0, 0)",-134.3529027508059,-130.2510152608465
622,DJI,Habitat,"(1, 0, 1)",-206.2521882948799,-200.783004974934
623,DJI,Health,"(2, 0, 2)",-113.04708474908595,-104.8433097691671
624,DJI,Infrastructure,"(1, 0, 3)",-245.09271251144173,-236.88893753152288
625,DJI,Readiness,"(0, 0, 1)",-180.07452210825727,-175.97263461829786
626,DJI,Sensitivity,"(1, 0, 0)",-142.57407703725679,-138.47218954729738
627,DJI,Social,"(2, 0, 1)",-241.81723095080767,-234.9807518008753
628,DJI,Vulnerability,"(1, 0, 0)",-201.68766998020502,-197.5857824902456
629,DJI,Water,"(3, 0, 1)",-430.22355744471014,-422.0197824647913
630,DMA,Capacity,"(2, 0, 1)",-278.16193572632363,-271.3254565763913
631,DMA,Economic,"(1, 0, 0)",-121.77310808185374,-117.67122059189431
632,DMA,Ecosystems,"(1, 0, 0)",-237.90675306924936,-233.80486557928995
633,DMA,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
634,DMA,Food,"(2, 0, 1)",-167.427510071345,-160.59103092141265
635,DMA,Governance,"(1, 0, 0)",-180.77472198913685,-176.67283449917744
636,DMA,Habitat,"(2, 0, 0)",-253.1733734803849,-247.704190160439
637,DMA,Health,"(0, 0, 1)",-144.67552459099903,-140.57363710103962
638,DMA,Infrastructure,"(1, 0, 3)",-245.09271251144173,-236.88893753152288
639,DMA,Readiness,"(0, 1, 1)",-153.07290049138805,-150.40849147103765
640,DMA,Sensitivity,"(3, 0, 0)",-184.6709874116835,-177.83450826175115
641,DMA,Social,"(2, 0, 1)",-278.3224220018802,-271.48594285194787
642,DMA,Vulnerability,"(1, 0, 0)",-198.47518066989048,-194.37329317993107
643,DMA,Water,"(3, 0, 0)",-385.30468628388934,-378.468207133957
644,DNK,Capacity,"(2, 0, 0)",-255.18091483701875,-249.71173151707285
645,DNK,Economic,"(0, 1, 0)",-108.46363169276742,-107.13142718259222
646,DNK,Ecosystems,"(2, 0, 0)",-251.64731158688045,-246.17812826693455
647,DNK,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
648,DNK,Food,"(1, 0, 1)",-245.1896228946381,-239.7204395746922
649,DNK,Governance,"(3, 0, 3)",-157.3610200979545,-146.4226534580627
650,DNK,Habitat,"(1, 0, 3)",-278.3014550605788,-270.09768008066
651,DNK,Health,"(2, 0, 1)",-304.76087391526187,-297.9243947653295
652,DNK,Infrastructure,"(1, 0, 0)",-167.5714252933209,-163.4695378033615
653,DNK,Readiness,"(0, 1, 0)",-156.4390613017902,-155.10685679161497
654,DNK,Sensitivity,"(2, 0, 1)",-202.9457702070518,-196.10929105711944
655,DNK,Social,"(1, 1, 0)",-195.86517724934188,-193.20076822899148
656,DNK,Vulnerability,"(1, 0, 0)",-259.66211909299466,-255.56023160303525
