Country,Year,Capacity,Economic,Ecosystems,Exposure,Food,Governance,Habitat,Health,Infrastructure,Readiness,Sensitivity,Social,Vulnerability,Water
AFG,1995,0.893281,0.496497,0.515884,0.480512,0.665745,0.12809,0.602933,0.748302,0.35558630120481927,0.308182,0.419587,0.299958,0.612511,0.529692
AFG,1996,0.893892,0.496497,0.516995,0.480512,0.665583,0.12809,0.604235,0.748302,0.3544835903614458,0.308181,0.419307,0.299954,0.612679,0.528281
AFG,1997,0.894459,0.496497,0.51803,0.480512,0.66542,0.141392,0.605583,0.748302,0.35392487349397594,0.312614,0.419055,0.299952,0.612837,0.526853
AFG,1998,0.890161,0.496497,0.518156,0.480512,0.657103,0.154694,0.606909,0.748302,0.35370998192771086,0.317047,0.418794,0.299949,0.611179,0.525424
AFG,1999,0.885896,0.496497,0.518156,0.480512,0.648959,0.143689,0.608137,0.748302,0.3522916686746988,0.313378,0.419433,0.299947,0.609828,0.525585
AFG,2000,0.881523,0.496497,0.518156,0.480512,0.640726,0.132685,0.609171,0.748302,0.35289078313253014,0.309709,0.419954,0.299946,0.608398,0.525637
AFG,2001,0.871661,0.496497,0.518156,0.480512,0.63125,0.135052,0.609941,0.747669,0.35184501807228913,0.310498,0.420319,0.299946,0.606533,0.525648
AFG,2002,0.861821,0.496497,0.518156,0.480512,0.62244,0.137419,0.610407,0.747669,0.35037211445783134,0.311304,0.420499,0.299996,0.604601,0.524336
AFG,2003,0.85244,0.496497,0.518156,0.480512,0.614618,0.116023,0.610594,0.700842,0.34982979518072294,0.304292,0.397099,0.300355,0.593451,0.523046
AFG,2004,0.842772,0.496497,0.518156,0.480512,0.606118,0.114536,0.610599,0.722573,0.3492319879518072,0.304013,0.407808,0.301004,0.595817,0.52164
AFG,2005,0.834942,0.336073,0.518156,0.480512,0.606225,0.092322,0.605278,0.760744,0.3485309277108434,0.244088,0.426574,0.303869,0.602124,0.520217
AFG,2006,0.827672,0.249237,0.518156,0.480512,0.606113,0.092542,0.599683,0.780382,0.3462596325301205,0.216438,0.435272,0.307536,0.604629,0.518809
AFG,2007,0.819681,0.244378,0.518156,0.480512,0.6064,0.05415,0.59378,0.764594,0.3457751506024096,0.20333,0.426957,0.311462,0.600051,0.517326
AFG,2008,0.806682,0.233301,0.518102,0.480512,0.606589,0.040618,0.576649,0.779774,0.3439663855421687,0.196948,0.433728,0.316926,0.599393,0.515852
AFG,2009,0.791206,0.223552,0.517591,0.480512,0.605034,0.068166,0.559368,0.802052,0.3423616927710843,0.204766,0.443515,0.322581,0.599694,0.514423
AFG,2010,0.783362,0.213381,0.509763,0.480512,0.592699,0.046759,0.541943,0.761624,0.3371851987951807,0.194018,0.414945,0.321915,0.5838,0.512969
AFG,2011,0.780181,0.177526,0.509655,0.480512,0.592614,0.057089,0.537804,0.801086,0.33690315662650605,0.187068,0.434222,0.32659,0.590539,0.511536
AFG,2012,0.753834,0.175065,0.507987,0.480512,0.566833,0.096203,0.533639,0.803846,0.3348141144578313,0.20086,0.418757,0.331311,0.584483,0.51011
AFG,2013,0.756379,0.178628,0.507907,0.480512,0.573927,0.092619,0.536066,0.819986,0.333201156626506,0.202361,0.429944,0.335835,0.58931,0.508663
AFG,2014,0.730864,0.201495,0.50328,0.480512,0.569203,0.111251,0.538455,0.816863,0.3317930843373494,0.217887,0.430145,0.340917,0.587004,0.50722
AFG,2015,0.74247,0.200231,0.503737,0.480512,0.587182,0.113601,0.536574,0.782909,0.33022236746987954,0.219152,0.427601,0.343624,0.583233,0.505762
AFG,2016,0.716347,0.261156,0.509198,0.480512,0.592013,0.070942,0.534673,0.801845,0.3268397289156627,0.226482,0.442936,0.347348,0.588403,0.504288
AFG,2017,0.710364,0.238742,0.509198,0.480512,0.617105,0.073276,0.533804,0.806221,0.31766240963855424,0.22076,0.465357,0.350261,0.593829,0.502818
AFG,2018,0.706065,0.21024,0.509198,0.480512,0.605161,0.079531,0.533109,0.807338,0.31267248795180724,0.214534,0.461523,0.353833,0.591231,0.501348
AFG,2019,0.665179,0.224049,0.509143,0.480512,0.588475,0.098747,0.533171,0.808552,0.3047025481927711,0.226054,0.449375,0.355365,0.587843,0.499876
AFG,2020,0.664318,0.213706,0.509088,0.480512,0.586918,0.081719,0.533323,0.783843,0.29451093373493975,0.216872,0.436215,0.35519,0.582315,0.498405
AFG,2021,0.663219,0.213706,0.509674,0.480512,0.584701,0.160154,0.533605,0.805105,0.2961188373493976,0.24267,0.446293,0.354151,0.586,0.496915
AFG,2022,0.673553,0.213706,0.509272,0.480512,0.582235,0.15293,0.533947,0.817798,0.29897599999999996,0.240468,0.451613,0.354768,0.587796,0.495727
AFG,2023,0.673553,0.213706,0.509272,0.480512,0.581666,0.159541,0.533118,0.817798,0.29613473493975906,0.242817,0.450774,0.355202,0.587516,0.495727
AGO,1995,0.763313,0.289057,0.544221,0.543063,0.629926,0.156605,0.636881,0.504004,0.317876,0.177235,0.232965,0.086044,0.493885,0.330404
AGO,1996,0.764368,0.289057,0.544782,0.543063,0.628553,0.156605,0.639227,0.504004,0.317876,0.177234,0.233086,0.086042,0.494235,0.330966
AGO,1997,0.763915,0.289057,0.543271,0.543063,0.626749,0.155139,0.641402,0.504004,0.317876,0.176755,0.233121,0.086069,0.494136,0.331512
AGO,1998,0.76355,0.289057,0.541992,0.543063,0.624868,0.153673,0.643447,0.504004,0.317876,0.176271,0.233085,0.086083,0.494037,0.332033
AGO,1999,0.76398,0.289057,0.541992,0.543063,0.623049,0.151711,0.645445,0.504004,0.317876,0.175608,0.233024,0.086057,0.494149,0.33253
AGO,2000,0.764927,0.289057,0.541992,0.543063,0.621427,0.149749,0.648038,0.504004,0.317876,0.174996,0.232922,0.086181,0.494392,0.333014
AGO,2001,0.769502,0.289057,0.541992,0.543063,0.619464,0.154581,0.649885,0.510067,0.325528,0.179326,0.235601,0.09434,0.496737,0.333489
AGO,2002,0.763463,0.289057,0.541992,0.543063,0.6175,0.159412,0.651707,0.509054,0.315497,0.183679,0.235319,0.102567,0.494951,0.333956
AGO,2003,0.762906,0.289057,0.541992,0.543063,0.615925,0.118028,0.653505,0.507439,0.314223,0.173666,0.234778,0.113913,0.494584,0.334418
AGO,2004,0.755051,0.289057,0.541992,0.543063,0.613667,0.108345,0.655313,0.512819,0.313118,0.172943,0.237351,0.121428,0.493046,0.321369
AGO,2005,0.754721,0.240121,0.541992,0.543063,0.61193,0.120852,0.657155,0.526335,0.312012,0.164233,0.243146,0.131725,0.495288,0.322302
AGO,2006,0.754211,0.13244,0.541992,0.543063,0.610814,0.139741,0.658327,0.551158,0.310738,0.137963,0.253678,0.141708,0.499371,0.323197
AGO,2007,0.747764,0.137993,0.541992,0.543063,0.609762,0.124459,0.659553,0.536461,0.299529,0.1386,0.247774,0.153349,0.495228,0.324073
AGO,2008,0.750395,0.13518,0.542216,0.543063,0.599537,0.124167,0.668855,0.541267,0.298424,0.141356,0.247036,0.16472,0.495871,0.324924
AGO,2009,0.75731,0.150504,0.542149,0.543063,0.594616,0.103701,0.678229,0.553729,0.306917,0.14065,0.253249,0.167746,0.500231,0.325748
AGO,2010,0.759191,0.098052,0.541499,0.543063,0.59508,0.118715,0.687603,0.556075,0.305475,0.129042,0.256867,0.170358,0.502047,0.326552
AGO,2011,0.748476,0.098052,0.542037,0.543063,0.599953,0.110668,0.672093,0.559715,0.306727,0.127977,0.263215,0.17521,0.50131,0.327333
AGO,2012,0.734035,0.12426,0.541611,0.543063,0.599743,0.12563,0.656591,0.561368,0.302758,0.143139,0.266198,0.179527,0.498359,0.328084
AGO,2013,0.736986,0.14895,0.546889,0.543063,0.589358,0.117681,0.665974,0.570138,0.301485,0.150526,0.269191,0.184946,0.50044,0.328799
AGO,2014,0.744035,0.149616,0.546407,0.543063,0.583125,0.089798,0.675406,0.580319,0.312841,0.143294,0.274875,0.190469,0.504594,0.329467
AGO,2015,0.754793,0.139844,0.54614,0.543063,0.56879,0.096812,0.67623,0.583202,0.334079,0.142231,0.2711,0.190037,0.506422,0.330089
AGO,2016,0.751768,0.222872,0.544572,0.543063,0.568951,0.083874,0.676891,0.595811,0.330249,0.165802,0.276835,0.190661,0.50786,0.330684
AGO,2017,0.749189,0.235753,0.544103,0.543063,0.578529,0.0928,0.683848,0.597992,0.320064,0.173561,0.283069,0.19213,0.509298,0.331253
AGO,2018,0.748496,0.239751,0.543634,0.543063,0.584687,0.149296,0.690717,0.613492,0.307689,0.194059,0.29042,0.193128,0.512001,0.331788
AGO,2019,0.746908,0.24009,0.543422,0.543063,0.581649,0.182609,0.68905,0.615621,0.307184,0.207028,0.290131,0.198386,0.511537,0.332296
AGO,2020,0.744192,0.248302,0.54321,0.543063,0.588504,0.210101,0.687331,0.625467,0.304826,0.219528,0.297978,0.20018,0.513685,0.33277
AGO,2021,0.741664,0.248302,0.54293,0.543063,0.575414,0.275772,0.685522,0.620151,0.302805,0.241923,0.289456,0.201696,0.510007,0.333216
AGO,2022,0.737141,0.248302,0.545214,0.543063,0.57315,0.284303,0.683555,0.614676,0.3023,0.246641,0.289895,0.207319,0.508757,0.333644
AGO,2023,0.734514,0.248302,0.545214,0.543063,0.562762,0.284868,0.684023,0.614676,0.297922,0.247241,0.284935,0.208552,0.506373,0.333644
ALB,1995,0.627009,0.393305,0.484226,0.408243,0.553866,0.219565,0.499024,0.436587,0.458639,0.279757,0.320229,0.226401,0.451827,0.27862
ALB,1996,0.629628,0.393305,0.485225,0.408243,0.557431,0.219565,0.499832,0.436458,0.458065,0.280275,0.320202,0.227956,0.452691,0.279135
ALB,1997,0.630449,0.393305,0.486156,0.408243,0.538517,0.208284,0.5004,0.436254,0.462079,0.277169,0.312809,0.22992,0.4505,0.279596
ALB,1998,0.627756,0.393305,0.484243,0.408243,0.531355,0.197002,0.500771,0.438599,0.47472,0.273617,0.318844,0.230546,0.451614,0.279998
ALB,1999,0.626941,0.393305,0.479518,0.408243,0.535071,0.212692,0.501062,0.438443,0.517618,0.279211,0.340853,0.231636,0.458679,0.280362
ALB,2000,0.625378,0.393305,0.479518,0.408243,0.515434,0.228382,0.501308,0.438427,0.526121,0.284548,0.337136,0.231957,0.456919,0.280706
ALB,2001,0.625492,0.393305,0.470976,0.408243,0.507956,0.229557,0.501268,0.45148,0.538131,0.286225,0.341185,0.235813,0.458307,0.280029
ALB,2002,0.625704,0.393305,0.462433,0.408243,0.508255,0.230732,0.501308,0.444399,0.540437,0.288103,0.334214,0.240272,0.456054,0.27949
ALB,2003,0.626083,0.393305,0.453891,0.408243,0.506606,0.22879,0.50129,0.449496,0.537226,0.287854,0.329387,0.241466,0.454571,0.278916
ALB,2004,0.622806,0.393305,0.445349,0.408243,0.501578,0.258697,0.501308,0.440226,0.532818,0.299484,0.317096,0.246451,0.449382,0.275013
ALB,2005,0.619412,0.373029,0.436806,0.408243,0.48984,0.238108,0.501328,0.436498,0.537393,0.288528,0.308779,0.254448,0.445478,0.271003
ALB,2006,0.617942,0.302776,0.436806,0.408243,0.503097,0.243333,0.501415,0.43182,0.522743,0.272045,0.305089,0.270025,0.443758,0.266668
ALB,2007,0.617416,0.296687,0.436806,0.408243,0.495974,0.262558,0.501585,0.428509,0.537162,0.28144,0.305751,0.285075,0.443803,0.262783
ALB,2008,0.616648,0.29957,0.434542,0.408243,0.498218,0.28595,0.504464,0.412798,0.538242,0.295216,0.298642,0.300129,0.441178,0.258802
ALB,2009,0.618156,0.333773,0.435573,0.408243,0.501841,0.299734,0.507217,0.414772,0.533732,0.315849,0.297535,0.31404,0.441311,0.254734
ALB,2010,0.607803,0.317546,0.425284,0.408243,0.493358,0.302874,0.50986,0.406364,0.505555,0.317555,0.279455,0.332244,0.431834,0.250581
ALB,2011,0.59981,0.318258,0.428176,0.408243,0.481059,0.263741,0.503661,0.399482,0.517844,0.308494,0.280398,0.343483,0.429484,0.246681
ALB,2012,0.590552,0.324704,0.426853,0.408243,0.476452,0.24605,0.497919,0.397687,0.484782,0.310454,0.264575,0.360608,0.421123,0.243048
ALB,2013,0.585948,0.338534,0.42754,0.408243,0.467803,0.25234,0.503825,0.388892,0.50149,0.320746,0.270259,0.371362,0.421484,0.239353
ALB,2014,0.578311,0.366324,0.422242,0.408243,0.439083,0.290237,0.510226,0.379012,0.50841,0.344465,0.260727,0.376834,0.41576,0.235588
ALB,2015,0.574041,0.392592,0.420259,0.408243,0.440775,0.299764,0.516769,0.374625,0.482287,0.356073,0.252381,0.375864,0.411555,0.234614
ALB,2016,0.571504,0.371377,0.417245,0.408243,0.430729,0.316497,0.523296,0.372066,0.495083,0.354594,0.257198,0.375908,0.412315,0.23547
ALB,2017,0.562658,0.376041,0.41701,0.408243,0.423644,0.314424,0.518683,0.365566,0.526019,0.355675,0.27228,0.37656,0.414393,0.235438
ALB,2018,0.558201,0.385143,0.416776,0.408243,0.421576,0.299562,0.51442,0.358913,0.496577,0.353965,0.254998,0.37719,0.407147,0.234623
ALB,2019,0.52973,0.368237,0.417037,0.408243,0.419139,0.295364,0.51272,0.34445,0.479431,0.349593,0.266081,0.385179,0.401351,0.235333
ALB,2020,0.507176,0.362695,0.417298,0.408243,0.425059,0.293234,0.511178,0.333696,0.451077,0.350027,0.270345,0.394151,0.395254,0.233219
ALB,2021,0.485254,0.362695,0.415779,0.408243,0.417486,0.292396,0.509791,0.329816,0.395073,0.352317,0.256853,0.401858,0.38345,0.232757
ALB,2022,0.464254,0.362695,0.416568,0.408243,0.4105,0.331256,0.508444,0.342645,0.373253,0.367582,0.269329,0.408796,0.380609,0.232242
ALB,2023,0.464254,0.362695,0.416568,0.408243,0.420934,0.348726,0.511346,0.342645,0.357373,0.375133,0.268056,0.41398,0.380184,0.232242
ARE,1995,0.49829,0.395734,0.476958,0.367262,0.455264,0.423837,0.36725,0.343592,0.423196,0.338708,0.38222,0.196553,0.410902,0.39915
ARE,1996,0.498841,0.395734,0.47769,0.367262,0.455012,0.423837,0.364407,0.343818,0.423196,0.339181,0.380579,0.197972,0.410554,0.399204
ARE,1997,0.497775,0.395734,0.475671,0.367262,0.454142,0.428277,0.361534,0.344231,0.423196,0.342117,0.378658,0.202341,0.409658,0.399172
ARE,1998,0.494359,0.395734,0.475222,0.367262,0.451879,0.432716,0.357847,0.33937,0.423196,0.345378,0.376297,0.207685,0.407791,0.399233
ARE,1999,0.497213,0.395734,0.475371,0.367262,0.451973,0.4408,0.354003,0.344025,0.423196,0.351516,0.373858,0.218014,0.407971,0.399261
ARE,2000,0.498011,0.395734,0.47552,0.367262,0.450525,0.448885,0.350317,0.345522,0.423196,0.358646,0.371247,0.231318,0.407398,0.39931
ARE,2001,0.495975,0.395734,0.475277,0.367262,0.444337,0.564812,0.347031,0.34247,0.423196,0.399447,0.366956,0.237794,0.405264,0.399271
ARE,2002,0.495133,0.395734,0.475035,0.367262,0.436027,0.680739,0.344454,0.341812,0.423196,0.439223,0.362086,0.241195,0.403291,0.399225
ARE,2003,0.494127,0.395734,0.474793,0.367262,0.433962,0.615069,0.342844,0.339759,0.423196,0.417728,0.360137,0.242382,0.402303,0.399265
ARE,2004,0.495767,0.395734,0.474551,0.367262,0.429968,0.66415,0.342169,0.343,0.423196,0.434454,0.357822,0.243479,0.402031,0.399304
ARE,2005,0.497483,0.427087,0.474308,0.367262,0.429863,0.652958,0.341904,0.346396,0.423196,0.444553,0.357497,0.253613,0.402501,0.399339
ARE,2006,0.498716,0.540515,0.474308,0.367262,0.428238,0.628828,0.341632,0.348818,0.423196,0.4785,0.35661,0.266158,0.402596,0.399384
ARE,2007,0.501242,0.547964,0.474308,0.367262,0.432074,0.656474,0.340894,0.347921,0.423196,0.49335,0.355278,0.275611,0.402974,0.399452
ARE,2008,0.505744,0.552985,0.47655,0.367262,0.437303,0.671502,0.340226,0.348464,0.423196,0.501625,0.354694,0.28039,0.404208,0.399511
ARE,2009,0.509851,0.545276,0.477133,0.367262,0.443684,0.633527,0.340398,0.349258,0.423196,0.487073,0.354646,0.282416,0.405535,0.39954
ARE,2010,0.510181,0.636808,0.475407,0.367262,0.443474,0.629969,0.340694,0.351163,0.423196,0.51764,0.354344,0.286142,0.405581,0.399555
ARE,2011,0.509717,0.635642,0.47646,0.367262,0.445364,0.671281,0.340466,0.348744,0.423196,0.535247,0.354983,0.298818,0.405633,0.399572
ARE,2012,0.508519,0.639821,0.47646,0.367262,0.442656,0.690884,0.340483,0.347099,0.423196,0.544731,0.354111,0.303489,0.404914,0.399589
ARE,2013,0.509343,0.69634,0.478186,0.367262,0.439234,0.717974,0.344143,0.34317,0.423196,0.573542,0.352966,0.306313,0.404589,0.399606
ARE,2014,0.506565,0.762544,0.476124,0.367262,0.439149,0.700789,0.347721,0.337562,0.423196,0.590828,0.353739,0.30915,0.403896,0.399626
ARE,2015,0.497512,0.761767,0.473754,0.367262,0.439341,0.663022,0.340438,0.329397,0.423196,0.578791,0.353089,0.311584,0.400962,0.399644
ARE,2016,0.492476,0.711336,0.475329,0.367262,0.439117,0.685351,0.332986,0.324538,0.423196,0.570615,0.352157,0.315156,0.399138,0.399658
ARE,2017,0.492245,0.707385,0.473452,0.367262,0.442015,0.677091,0.334322,0.322803,0.423196,0.574859,0.352604,0.340103,0.399242,0.399666
ARE,2018,0.491722,0.704502,0.471576,0.367262,0.441441,0.681988,0.335731,0.321469,0.423196,0.577264,0.351959,0.345301,0.398847,0.39967
ARE,2019,0.490707,0.712128,0.471629,0.367262,0.437243,0.671716,0.335217,0.320463,0.423196,0.576499,0.350266,0.345651,0.397903,0.399671
ARE,2020,0.44146,0.71084,0.471683,0.367262,0.43876,0.674299,0.334686,0.317993,0.344029,0.576551,0.351161,0.344515,0.384471,0.399674
ARE,2021,0.440754,0.71084,0.463871,0.367262,0.433473,0.689656,0.334214,0.317595,0.344029,0.585166,0.344706,0.355002,0.382144,0.399685
ARE,2022,0.440248,0.71084,0.470774,0.367262,0.433682,0.690856,0.333746,0.317596,0.344029,0.586878,0.348777,0.358937,0.383254,0.399699
ARE,2023,0.440248,0.71084,0.470774,0.367262,0.431251,0.672011,0.333829,0.317596,0.344029,0.58179,0.347717,0.36252,0.382863,0.399699
ARG,1995,0.51642,0.390098,0.421481,0.470458,0.394645,0.401822,0.58162,0.434264,0.27027,0.337131,0.236384,0.219474,0.402015,0.309808
ARG,1996,0.518858,0.390098,0.424092,0.470458,0.392891,0.401822,0.581388,0.434264,0.269713,0.340118,0.235251,0.228435,0.402453,0.31237
ARG,1997,0.518606,0.390098,0.424463,0.470458,0.391755,0.390076,0.580439,0.434264,0.269163,0.334181,0.235361,0.22237,0.40248,0.314797
ARG,1998,0.518336,0.390098,0.424422,0.470458,0.38852,0.378329,0.580133,0.434264,0.268619,0.329656,0.234408,0.220541,0.402138,0.316867
ARG,1999,0.518076,0.390098,0.424035,0.470458,0.386284,0.381902,0.579997,0.434264,0.268083,0.333413,0.233955,0.228238,0.401971,0.319161
ARG,2000,0.517713,0.390098,0.423649,0.470458,0.384351,0.385475,0.580385,0.434264,0.267128,0.338343,0.233664,0.239455,0.401818,0.321128
ARG,2001,0.517705,0.390098,0.426601,0.470458,0.38408,0.357346,0.57951,0.435028,0.267561,0.324072,0.236145,0.224772,0.402707,0.323462
ARG,2002,0.516354,0.390098,0.429554,0.470458,0.37897,0.329217,0.578564,0.443997,0.266646,0.317857,0.24057,0.234254,0.403817,0.325167
ARG,2003,0.51554,0.390098,0.432507,0.470458,0.375579,0.314748,0.577503,0.434286,0.266405,0.315106,0.236489,0.240472,0.402267,0.327323
ARG,2004,0.51403,0.390098,0.43546,0.470458,0.37012,0.329826,0.575821,0.466405,0.266164,0.32582,0.252608,0.257535,0.407238,0.329458
ARG,2005,0.512903,0.393661,0.438412,0.470458,0.36665,0.338258,0.574167,0.437502,0.265923,0.336016,0.238875,0.276128,0.402376,0.331599
ARG,2006,0.512719,0.310161,0.438412,0.470458,0.365662,0.348951,0.572527,0.432016,0.265514,0.315736,0.235667,0.288095,0.401309,0.333723
ARG,2007,0.512146,0.337044,0.438412,0.470458,0.36755,0.33955,0.570865,0.430717,0.265273,0.324253,0.236387,0.296165,0.401431,0.335767
ARG,2008,0.512523,0.334745,0.438637,0.470458,0.369516,0.32512,0.570159,0.433786,0.264864,0.319102,0.238973,0.297442,0.402465,0.337831
ARG,2009,0.512817,0.333449,0.438659,0.470458,0.367156,0.322682,0.569602,0.429505,0.264454,0.31882,0.235796,0.30033,0.401555,0.339955
ARG,2010,0.513472,0.31842,0.438726,0.470458,0.362962,0.343434,0.571764,0.428893,0.262866,0.327191,0.233988,0.319719,0.401211,0.342055
ARG,2011,0.512421,0.297108,0.438457,0.470458,0.362104,0.341395,0.569162,0.429582,0.274688,0.325092,0.240198,0.336773,0.403017,0.344107
ARG,2012,0.510826,0.292703,0.438525,0.470458,0.362122,0.322582,0.565118,0.428488,0.276077,0.319566,0.240524,0.343411,0.402685,0.345779
ARG,2013,0.499363,0.261285,0.438659,0.470458,0.36133,0.32525,0.567503,0.403638,0.285622,0.310922,0.244892,0.346232,0.400681,0.347336
ARG,2014,0.500118,0.261091,0.440157,0.470458,0.361476,0.298694,0.570019,0.403936,0.284675,0.303074,0.246624,0.349435,0.401534,0.348937
ARG,2015,0.500815,0.24956,0.439298,0.470458,0.361845,0.291457,0.569752,0.402248,0.284409,0.299344,0.245299,0.357013,0.40135,0.350546
ARG,2016,0.505742,0.269545,0.438036,0.470458,0.364269,0.35631,0.569424,0.411006,0.281492,0.33295,0.244734,0.372994,0.402708,0.35202
ARG,2017,0.507225,0.277804,0.437942,0.470458,0.365537,0.354064,0.571362,0.411828,0.283356,0.332727,0.246827,0.366313,0.403896,0.353348
ARG,2018,0.440609,0.273496,0.437942,0.470458,0.372547,0.402292,0.573218,0.410933,0.150673,0.349617,0.246047,0.373062,0.383315,0.354578
ARG,2019,0.440651,0.286847,0.437942,0.470458,0.371314,0.400489,0.572663,0.41016,0.140477,0.35578,0.24007,0.380006,0.381365,0.355632
ARG,2020,0.432936,0.285365,0.437942,0.470458,0.377227,0.387507,0.571556,0.396026,0.138397,0.358956,0.241736,0.403995,0.379582,0.356346
ARG,2021,0.432938,0.285365,0.441621,0.470458,0.3737,0.327943,0.570032,0.40119,0.146281,0.339475,0.247734,0.405116,0.381593,0.356736
ARG,2022,0.435562,0.285365,0.448609,0.470458,0.369115,0.322281,0.56835,0.406262,0.13961,0.338167,0.245019,0.406854,0.381499,0.357045
ARG,2023,0.435562,0.285365,0.448609,0.470458,0.381715,0.342134,0.566907,0.406262,0.13961,0.345166,0.250597,0.407999,0.383358,0.357045
ARM,1995,0.48464,0.458407,0.425757,0.337432,0.437764,0.316341,0.470259,0.477454,0.29211,0.341867,0.385993,0.250853,0.40143,0.305233
ARM,1996,0.484211,0.458407,0.426317,0.337432,0.436997,0.316341,0.469559,0.477454,0.236729,0.337943,0.360171,0.23908,0.391141,0.299789
ARM,1997,0.482778,0.458407,0.424128,0.337432,0.437163,0.263078,0.468189,0.477454,0.262185,0.31745,0.36598,0.230865,0.393307,0.29072
ARM,1998,0.480709,0.458407,0.422853,0.337432,0.427862,0.209815,0.464082,0.477454,0.262504,0.313256,0.362233,0.271546,0.391377,0.293506
ARM,1999,0.480621,0.458407,0.420827,0.337432,0.423297,0.219958,0.457411,0.477454,0.249829,0.322524,0.35,0.289206,0.386918,0.292687
ARM,2000,0.478422,0.458407,0.420827,0.337432,0.417449,0.230101,0.45123,0.477454,0.261597,0.327613,0.349975,0.29433,0.386503,0.290463
ARM,2001,0.482128,0.458407,0.414418,0.337432,0.422906,0.23814,0.446568,0.508679,0.262121,0.332416,0.357567,0.3007,0.390284,0.287011
ARM,2002,0.479304,0.458407,0.40801,0.337432,0.400609,0.246179,0.4437,0.454838,0.247003,0.346501,0.311261,0.334915,0.373487,0.286764
ARM,2003,0.48436,0.458407,0.401601,0.337432,0.404183,0.275876,0.441553,0.441342,0.25055,0.355286,0.300832,0.331576,0.371795,0.29154
ARM,2004,0.483872,0.458407,0.395192,0.337432,0.411936,0.263359,0.439445,0.442856,0.250184,0.348504,0.306792,0.323746,0.373609,0.30204
ARM,2005,0.48675,0.496433,0.388783,0.337432,0.412501,0.267982,0.437018,0.475805,0.251869,0.370561,0.319678,0.347267,0.37891,0.307483
ARM,2006,0.48232,0.431978,0.388783,0.337432,0.397097,0.271229,0.43424,0.474421,0.254861,0.35583,0.316001,0.364285,0.376291,0.308343
ARM,2007,0.480894,0.448755,0.388783,0.337432,0.400395,0.253601,0.431368,0.477399,0.264227,0.352855,0.324804,0.356208,0.37901,0.31189
ARM,2008,0.475095,0.458667,0.386922,0.337432,0.400816,0.261299,0.421267,0.441893,0.268889,0.371694,0.307424,0.395117,0.371413,0.308693
ARM,2009,0.470952,0.445873,0.387684,0.337432,0.402473,0.282214,0.411898,0.434678,0.25692,0.365435,0.295212,0.368217,0.365629,0.300121
ARM,2010,0.463394,0.44814,0.384568,0.337432,0.395869,0.265294,0.403249,0.429111,0.256677,0.364828,0.287154,0.38105,0.360417,0.293027
ARM,2011,0.464025,0.452318,0.387258,0.337432,0.398659,0.272303,0.401666,0.425204,0.256038,0.368316,0.289494,0.380327,0.36139,0.299512
ARM,2012,0.461588,0.461549,0.383941,0.337432,0.398457,0.289908,0.400716,0.423697,0.266683,0.377942,0.298633,0.38237,0.363919,0.310021
ARM,2013,0.463541,0.509486,0.386644,0.337432,0.400557,0.303123,0.401691,0.418832,0.265569,0.398076,0.296838,0.381618,0.363941,0.310353
ARM,2014,0.459369,0.566426,0.377893,0.337432,0.398568,0.295094,0.402979,0.415749,0.260917,0.418256,0.291835,0.393248,0.360753,0.308415
ARM,2015,0.461526,0.589585,0.378286,0.337432,0.400705,0.284908,0.4079,0.413915,0.25225,0.423113,0.293218,0.394846,0.361692,0.317098
ARM,2016,0.463213,0.607528,0.377244,0.337432,0.398657,0.273399,0.413083,0.417381,0.253885,0.431218,0.294167,0.412727,0.362617,0.315451
ARM,2017,0.460531,0.604095,0.37701,0.337432,0.395028,0.278637,0.409281,0.414445,0.255519,0.430571,0.289037,0.408979,0.360058,0.309066
ARM,2018,0.47889,0.606136,0.376775,0.337432,0.389525,0.330985,0.404898,0.416401,0.312658,0.45025,0.288671,0.413631,0.367643,0.305603
ARM,2019,0.478321,0.633091,0.377073,0.337432,0.391354,0.372912,0.404513,0.413948,0.315335,0.473298,0.291668,0.413891,0.368527,0.308937
ARM,2020,0.48108,0.627291,0.377372,0.337432,0.394175,0.424321,0.404103,0.4146,0.325286,0.484443,0.294442,0.401716,0.370648,0.308349
ARM,2021,0.459731,0.627291,0.378504,0.337432,0.387696,0.436315,0.40361,0.413474,0.289801,0.488945,0.298992,0.40323,0.364062,0.311289
ARM,2022,0.453179,0.627291,0.37882,0.337432,0.381615,0.431537,0.403126,0.411473,0.270736,0.48783,0.293629,0.404662,0.359561,0.311595
ARM,2023,0.453179,0.627291,0.37882,0.337432,0.367911,0.438549,0.403334,0.411473,0.270736,0.491592,0.286881,0.408935,0.357312,0.311595
ATG,1995,0.639322,0.494943,0.531714,0.47159,0.62849,0.625155,0.436566,0.462131,0.56068,0.440927,0.355861,0.202683,0.487472,0.305253
ATG,1996,0.638651,0.494943,0.533614,0.47159,0.62929,0.625155,0.434622,0.459057,0.560249,0.441432,0.355425,0.204197,0.487186,0.306282
ATG,1997,0.636128,0.494943,0.528269,0.47159,0.630085,0.626703,0.432699,0.459057,0.559826,0.44263,0.355,0.206244,0.486207,0.307308
ATG,1998,0.63609,0.494943,0.528512,0.47159,0.630874,0.628252,0.43056,0.459057,0.559414,0.44382,0.354427,0.208265,0.486124,0.308325
ATG,1999,0.638553,0.494943,0.526487,0.47159,0.631661,0.625742,0.428262,0.466948,0.559014,0.444876,0.353747,0.213944,0.486951,0.309334
